,seqnames,start,end,strand,name,idx,Log2FC,FDR,MeanDiff
18247,chr4,133149315,133208606,1,PCDH10,713,-2.59618526142273,2.3437504262545e-84,-0.549684919872488
8147,chr15,66702228,66782848,1,SMAD6,479,1.17791966385199,1.31395568074867e-83,1.03505754627241
24579,chrX,112780788,112780718,2,MIR4329,616,-1.77251216485911,1.43681966508947e-83,-0.846455755387568
15250,chr21,6859171,13724274,1,MIR8069-1,6,-2.24535078312564,1.83194969726758e-83,-1.11622659909993
11980,chr19,27793940,27684580,2,LINC00662,684,2.05288158094059,1.07969573551593e-82,0.541797355223965
12112,chr19,36605276,36544386,2,ZNF529,816,2.01073242906194,1.07969573551593e-82,0.527123413388691
17875,chr4,61201664,62072466,1,ADGRL3,341,-1.75992466104938,1.63749226375309e-82,-0.896565916136725
19480,chr5,164296696,165171613,1,LOC102546299,987,-1.5317389973811,3.60666914280339e-81,-1.12611455733977
18693,chr5,43067419,43014414,2,LOC648987,200,1.37600874914604,2.357015413304e-80,0.9743085419127
12229,chr19,40466241,40576464,1,SPTBN4,933,1.08932933763538,4.44353559546452e-80,0.956039609936616
12015,chr19,33302857,33305054,1,CEBPA-DT,719,1.67322314757648,1.41964612493369e-79,1.46247614583523
11989,chr19,29604017,29617237,1,POP4,693,1.98184528154632,1.61463339601699e-79,0.637929604203105
12075,chr19,35745432,35738801,2,IGFLR1,779,1.26321304245013,2.10664738458765e-79,1.54339263398562
6759,chr13,110305812,110513027,1,COL4A2,500,1.47819030404076,3.67632326929798e-79,0.814887644624816
12178,chr19,39032785,38990714,2,FBXO27,882,1.37980350271619,4.11664789730087e-79,0.753130042204282
12077,chr19,35745678,35754519,1,LIN37,781,1.25795939179216,7.78873369557056e-79,1.39780667238357
8148,chr15,67063763,67195195,1,SMAD3,480,1.27976339400552,8.35376762206653e-79,1.05961034559616
23973,chrX,3713608,3604370,2,PRKX,10,-3.87928081326612,2.33250634516578e-78,-0.297515318837139
6760,chr13,110340958,110341029,1,MIR8073,501,1.8929230441137,2.84794120128061e-78,0.942854494293709
20880,chr6,162727771,161347420,2,PRKN,1225,-1.31940305709719,3.47923854133863e-78,-1.78634342714822
12226,chr19,40426025,40421592,2,SERTAD1,930,1.47138034274716,6.84608606684612e-78,1.45678413921565
12076,chr19,35745114,35747519,1,PSENEN,780,1.24486333987303,3.85610634186385e-77,1.97279805850824
6585,chr13,71867192,71437966,2,DACH1,326,-1.24991601189556,7.29405711608677e-77,-1.75720181734228
11577,chr19,8832328,8806170,2,ZNF558,281,2.96281412769922,1.29633175217429e-76,0.314671803231801
12233,chr19,40718207,40691529,2,COQ8B,937,1.46626338288041,2.69677054779973e-76,0.861317356550469
6640,chr13,87672615,87696272,1,SLITRK5,381,-1.95755935500791,1.59146790285945e-75,-0.885801593105631
18694,chr5,43041575,43045390,1,LOC153684,201,2.33389603668574,1.91588515265393e-75,0.993497864753565
12154,chr19,38335775,38370943,1,CATSPERG,858,1.25723225074133,3.75931164314342e-75,0.832094908672752
1866,chr1,177171497,177282422,1,BRINP2,1866,1.4238489570703,4.66837488891276e-75,0.539224655681063
12019,chr19,33621955,33773509,1,CHST8,723,1.50476921299772,6.42617515106939e-75,0.602286197541981
11115,chr18,44680173,45068510,1,SETBP1,203,1.59116217669776,7.55962211119286e-75,0.680233626141357
22201,chr8,19084730,18527301,2,PSD3,121,1.1018468755892,7.75362569361078e-75,1.06490082109462
12193,chr19,39412585,39428415,1,PLEKHG2,897,1.37966611459186,1.24157832240185e-74,0.923832737706762
17483,chr3,195271167,195068279,2,XXYLT1,1351,1.02249597926602,1.24190600607219e-74,0.774097381951003
11103,chr18,37566037,37243047,2,CELF4,191,-1.42788983658938,1.80121331817175e-74,-1.07316948932886
8161,chr15,68578969,68727806,1,CORO2B,493,1.17343805788797,1.88533557268715e-74,0.806336895002179
18695,chr5,43040345,43039081,2,ANXA2R,202,2.29774729952589,2.30624136351264e-74,1.29131504394079
6615,chr13,77919689,78617328,1,RNF219-AS1,356,-1.33891561101288,3.22177669428389e-74,-1.3806696536366
12323,chr19,43670547,43646095,2,PLAUR,1027,1.10295042367305,5.18788018105047e-74,0.876574936201519
12070,chr19,35648223,35658861,1,COX6B1,774,1.37973037563109,9.53934067380257e-74,1.05284821403274
18634,chr5,34656237,34832627,1,RAI14,141,1.27252537192632,1.17110651310976e-73,0.676341492768281
2525,chr10,11005321,11336675,1,CELF2,73,1.31517442432893,3.09777323256046e-73,0.844306051490269
12120,chr19,36797518,36828115,1,ZNF790-AS1,824,2.64262832494701,3.14121431122373e-73,0.27893837159729
12240,chr19,40778242,40808198,1,RAB4B-EGLN2,944,1.11096005880176,7.74099100795796e-73,0.941557414593944
6578,chr13,66990886,67002007,1,PCDH9-AS4,319,-2.16780506369622,1.03552096091493e-72,-0.666737812577576
8131,chr15,66253747,65895079,2,MEGF11,463,1.07668318124231,1.7235795480543e-72,1.030832661871
18246,chr4,133149116,133075311,2,LOC101927359,712,-2.41597818460708,2.12354375835186e-72,-0.479475670663402
12097,chr19,36054881,36105106,1,WDR62,801,1.29308184885555,2.41762160753536e-72,0.59077562545619
6638,chr13,87671259,87427200,2,MIR4500HG,379,-1.67981508901556,2.4453913898994e-72,-0.805931537840627
6912,chr14,23095614,23058564,2,ACIN1,94,4.63541376886082,2.51396878945759e-72,0.485332593016042
21967,chr7,146116002,148420998,1,CNTNAP2,1023,-1.04681813186074,5.95971984927325e-72,-2.36772695739562
22292,chr8,27992727,27869882,2,SCARA5,212,1.19657779681015,1.08699092725096e-71,0.657786442532875
11995,chr19,31349547,31274945,2,TSHZ3,699,1.36386758972606,1.38206137373004e-71,0.572949465510852
17462,chr3,192918161,192796815,2,MB21D2,1330,1.34952297101476,1.51867418624012e-71,0.6782005190799
12069,chr19,35641745,35644871,1,ETV2,773,1.59565503836943,7.6299312140732e-71,1.3395486813773
2935,chr10,77354404,77376613,1,KCNMA1-AS3,483,1.28329749607287,1.48067525017435e-70,0.381057138909278
17437,chr3,188153284,188890671,1,LPP,1305,0.963532705526594,1.48265489720071e-70,1.03430381914784
11075,chr18,32018372,32111779,1,RNF125,163,-1.41766170565852,3.82558301496605e-70,-0.834475802890827
12234,chr19,40717103,40740860,1,ITPKC,938,1.55258835514225,8.43901523364871e-70,0.751920841565397
16066,chr22,46053869,46113928,1,MIRLET7BHG,495,1.43149907020905,2.25461426920245e-69,0.671901086342969
2671,chr10,33336262,33177492,2,NRP1,219,1.23052539628301,2.90978948380577e-68,0.649484554028193
12339,chr19,44094387,44109886,1,ZNF224,1043,1.93274110819315,4.13184382275949e-68,0.487634448217414
12327,chr19,43827199,43795929,2,LYPD5,1031,2.29115008421971,5.02978769472038e-68,0.436231258598575
6741,chr13,106376563,106378217,1,LINC00460,482,1.90808524436092,6.39857546770337e-68,0.848357120074157
12121,chr19,36850787,36817428,2,ZNF790,825,1.68529707679169,9.71378551632929e-68,0.538079388551505
12707,chr19,53520981,53580269,1,ZNF331,1411,2.06998474188051,1.74055685039517e-67,0.316887700383032
12227,chr19,40444705,40440844,2,SERTAD3,931,1.23167579198833,2.37687969646506e-67,1.40314557630698
11080,chr18,33441101,32937402,2,CCDC178,168,-1.45830245223842,3.45367026599794e-67,-0.789242161768539
12022,chr19,34254537,34355586,1,KIAA0355,726,1.40982946782345,5.44894549593944e-67,0.550537346311077
19881,chr6,27893463,27893843,1,HIST1H2BO,226,-3.35316474947742,1.96828429652358e-66,-1.10179920122134
23999,chrX,11665701,11137543,2,ARHGAP6,36,-2.16850083838808,2.61078519168382e-66,-0.416171670499265
12180,chr19,39125770,39182816,1,PAK4,884,1.52309639180482,3.11480267487891e-66,0.591521773824667
12127,chr19,37218153,37156331,2,ZNF585B,831,1.40501529309865,3.14357077643163e-66,0.491103592012395
6569,chr13,63328094,63183101,2,LINC00376,310,-2.09303027446536,3.65912185629207e-66,-0.544616549448423
12189,chr19,39342396,39385710,1,SAMD4B,893,1.33962458728869,1.05946955479025e-65,0.507528804501793
16068,chr22,46091044,46091126,1,MIR3619,497,1.55316291991557,1.26673686299435e-65,0.889914405144298
6567,chr13,62212577,62249947,1,LINC01075,308,-2.14375533355207,1.70591045983919e-65,-0.408244522402415
24530,chrX,104566315,105767829,1,IL1RAPL2,567,-1.40026268278577,1.78023907744149e-65,-0.98806752491668
12241,chr19,40798996,40808433,1,EGLN2,945,1.37888201886231,6.82958289504886e-65,0.84103092176161
23974,chrX,3659487,3668192,1,PRKX-AS1,11,-4.42444972431846,7.59433471657603e-65,-0.201933917345738
12113,chr19,36573070,36594708,1,ZNF529-AS1,817,1.98472531316236,1.04556274652948e-64,0.42808372087961
12192,chr19,39406813,39409412,1,ZFP36,896,1.89398484571675,1.16510814680334e-64,1.05945167229407
11999,chr19,32345594,32387667,1,ZNF507,703,1.61500444474979,1.65050809087622e-64,0.443317265423553
12335,chr19,44002948,44013926,1,ZNF230,1039,2.22896421593655,2.02259520417363e-64,0.468275274667722
18993,chr5,107670895,107376889,2,EFNA5,500,0.859760880289686,2.35567808913337e-64,1.16547827644254
12334,chr19,44002836,43996896,2,LOC101928063,1038,2.28398690747541,3.25352370582051e-64,0.558079191704865
11077,chr18,32470484,32124877,2,GAREM1,165,-1.25629676345621,3.7051868100811e-64,-0.814345743689086
2673,chr10,34815325,34109560,2,PARD3,221,0.968720294860383,4.06167423164358e-64,1.09644473034326
22271,chr8,26045397,25841730,2,EBF2,191,1.16623065229824,4.4265222203198e-64,0.635222798225459
12103,chr19,36246257,36182060,2,ZNF565,807,1.09162640110179,5.7398049009988e-64,0.413222741009871
12194,chr19,39409678,39409623,2,MIR4530,898,1.32711104895049,8.31338350587728e-64,1.7833789341651
12325,chr19,43754990,43727992,2,SMG9,1029,1.56111669700482,9.24438156967185e-64,0.510698410911577
16764,chr3,84958981,86074429,1,CADM2,632,-1.4838843553644,1.02381975002826e-63,-1.00871531738947
12208,chr19,39834201,39825350,2,DYRK1B,912,1.47944354196262,1.44894700788165e-63,0.828061808088527
12013,chr19,33177603,33208867,1,LRP3,717,1.39056292534862,2.63796265576127e-63,0.665477788493592
12078,chr19,35745445,35742464,2,U2AF1L4,782,1.22380325465935,4.14674612691427e-63,1.3700509892373
1963,chr1,196609225,196225779,2,KCNT2,1963,-1.77874731632771,5.79260390224505e-63,-0.520947380480666
12118,chr19,36772825,36714383,2,ZNF850,822,1.94204816247519,7.88798912885931e-63,0.333768833240132
12188,chr19,39342372,39328353,2,GMFG,892,1.25270134070925,9.83627299775192e-63,0.617147704995239
12195,chr19,39436156,39476670,1,SUPT5H,899,1.34580769242912,1.26758733080199e-62,0.703433913133409
6576,chr13,66825169,66915031,1,PCDH9-AS2,317,-1.50782146674302,1.57401232150544e-62,-0.620927198421747
6661,chr13,91398607,92867237,1,GPC5,402,-1.07352011289922,3.96258547652215e-62,-1.9574909277944
18716,chr5,51383391,51394738,1,ISL1,223,-2.38491450057966,1.29780130344417e-61,-0.611991211981693
18583,chr5,14143702,14532128,1,TRIO,90,0.739194481509497,1.77612822667342e-61,1.30449131763812
18071,chr4,92303622,93774556,1,GRID2,537,-1.14104441634025,1.92100835889053e-61,-1.02860982532586
11101,chr18,36829117,37229885,1,KIAA1328,189,-1.48841223651656,2.07313558086564e-61,-0.679784195049606
22295,chr8,28089673,28191156,1,ELP3,215,1.50125939680712,3.9070574066171e-61,0.430603553849969
15413,chr21,36004667,34887046,2,LOC101928269,169,0.89217348464265,5.14657342269268e-61,1.20483260257899
21519,chr7,94656325,94669695,1,PEG10,575,2.02584323826302,5.16883072639647e-61,0.491588101634321
11985,chr19,29002555,29013955,1,LINC01532,689,2.13076652150384,6.24381914082476e-61,0.287317166440796
2651,chr10,29736781,29457338,2,SVIL,199,1.17587561003154,8.43729937525632e-61,0.66051104221615
2885,chr10,72692131,72887694,1,MCU,433,1.03105104610573,8.98933710058487e-61,0.602867558642101
11990,chr19,29665056,29675457,1,PLEKHF1,694,1.64278489989019,1.36086281344005e-60,0.636079360963319
18547,chr5,6448623,6494909,1,UBE2QL1,54,1.58749018025115,1.55482955673779e-60,0.418900754640139
6568,chr13,62732359,62672285,2,LINC00448,309,-2.22503530604104,1.72984990362955e-60,-0.372735642310153
12136,chr19,37506939,37548762,1,ZNF793,840,2.42730027320067,1.7355098298312e-60,0.210262211989635
22149,chr8,11201366,10896045,2,XKR6,69,1.21932733833451,1.90396277037313e-60,0.634337164022807
10021,chr17,35373701,35350305,2,SLFN11,535,2.24659599821497,2.29641455428849e-60,0.27879285574227
12079,chr19,35758143,35769864,1,PROSER3,783,1.52204955906135,2.42727461790608e-60,0.675099035636797
3232,chr10,107164534,106573663,2,SORCS1,780,-1.33667379576405,5.82594439482621e-60,-0.702499948308521
2526,chr10,11105504,11071541,2,CELF2-AS2,74,1.61113907137066,6.27104614889066e-60,0.252887662430229
12108,chr19,36418656,36391960,2,ZFP82,812,2.86255054566232,1.47860348481641e-59,0.231755509258694
22294,chr8,28083871,28021964,2,NUGGC,214,1.23278224481363,1.58878387604173e-59,0.338055043458124
12210,chr19,39846414,39834458,2,FBL,914,1.51596166157094,2.49409871716323e-59,0.69844721790398
21053,chr7,14974777,14145049,2,DGKB,109,-1.39876922205342,2.73218861426544e-59,-0.782251150297126
12312,chr19,43465660,43460787,2,LYPD3,1016,1.31581088768822,8.60827701673889e-59,0.881764248686513
20391,chr6,65707225,63719980,2,EYS,736,-1.12595869057138,2.36452969486704e-58,-1.19396688148843
12100,chr19,36115346,36113710,2,POLR2I,804,1.19770413469975,2.95882530091841e-58,1.19398260421451
2538,chr10,12349482,12835545,1,CAMK1D,86,0.908480152094552,3.66324079517742e-58,0.918294974838755
8153,chr15,67542709,67807123,1,MAP2K5,485,0.917506089544459,3.69369494155475e-58,0.79805753516213
6582,chr13,70108493,69700594,2,KLHL1,323,-1.5401036808976,3.93090507912028e-58,-0.748744470210083
12135,chr19,37507046,37497159,2,ZNF793-AS1,839,3.01158155723435,1.15001518877765e-57,0.312253345835982
5209,chr12,12890782,12917937,1,GPRC5A,224,1.21932528378053,1.23336764447246e-57,0.583748955876953
8130,chr15,65726054,65891991,1,RAB11A,462,0.810073175373345,1.39909894498685e-57,0.759678493180249
11687,chr19,11987617,12046275,1,ZNF433-AS1,391,2.22836915651205,1.43511495418598e-57,0.275486752776668
12080,chr19,35758079,35754568,2,HSPB6,784,1.50343803074687,1.95991927923231e-57,0.944711284508952
12096,chr19,36054762,36034985,2,THAP8,800,1.25524959136194,2.00009474304012e-57,0.613332649683935
16067,chr22,46054144,46049478,2,PRR34,496,1.5315645074333,3.00584329562026e-57,0.600539695075583
12331,chr19,43935278,43912629,2,ZNF45,1035,2.33689514496701,3.15090988648483e-57,0.316673995118507
6620,chr13,78792307,78787319,2,LINC00331,361,-1.82868080336719,3.3955812659652e-57,-0.579814917928727
11074,chr18,31943136,31829173,2,TRAPPC8,162,-1.50836674820301,3.56567579390098e-57,-0.521356794626413
12314,chr19,43527244,43506719,2,ETHE1,1018,1.6451343317589,4.18481913528066e-57,0.487713876846858
22728,chr8,113437099,112222928,2,CSMD3,648,-1.40016160777867,4.34984546377357e-57,-0.765872378087296
2943,chr10,79069035,79316528,1,ZMIZ1,491,0.876022942781062,5.30773993852396e-57,0.928013472320496
12090,chr19,35935550,35945767,1,LRFN3,794,1.24698543820649,5.46649400302838e-57,0.743762236485976
21518,chr7,94656209,94585230,2,SGCE,574,1.7688402103826,8.69965837488356e-57,0.352636546514446
6572,chr13,65866174,65878219,1,LINC01052,313,-1.98097980701534,1.44533661333609e-56,-0.349110133697387
12119,chr19,36773153,36777078,1,LOC728485,823,2.18554353394648,1.53628985549248e-56,0.608110234028207
19315,chr5,142325040,142310427,2,SPRY4,822,1.3162299976448,1.74998848929341e-56,0.628854581848655
22275,chr8,26514275,26658178,1,DPYSL2,195,1.20147310533413,1.97408183657011e-56,0.515709148066382
12008,chr19,32971991,32875925,2,CEP89,712,1.31195469556541,2.41397206266473e-56,0.41834567611673
12131,chr19,37312837,37369365,1,HKR1,835,1.76610702068278,2.55093607309273e-56,0.328376607706034
23977,chrX,6228863,5840637,2,NLGN4X,14,-2.62966157984251,2.75240325996484e-56,-0.303259673699048
18578,chr5,10564330,10657816,1,ANKRD33B,85,0.931845091871435,2.82250473272146e-56,0.623779681490654
12014,chr19,33225850,33208664,2,SLC7A10,718,1.36648274778603,2.88988959812723e-56,0.359033113759834
22293,chr8,27886116,27886039,2,MIR4287,213,1.15013632692508,7.34374012024662e-56,0.633341523948329
1948,chr1,190478551,190480735,1,LINC01351,1948,-3.02905889737352,8.29502812177033e-56,-0.782224808058981
12074,chr19,35718019,35738878,1,KMT2B,778,1.42746901853072,1.43000571671121e-55,0.495682999377393
12140,chr19,37656261,37613749,2,ZFP30,844,1.8140902876,1.81658267422356e-55,0.329312906075543
12084,chr19,35869287,35825964,2,NPHS1,788,1.33514170566602,1.8836862016416e-55,0.528367913449243
24087,chrX,24027186,23983720,2,KLHL15,124,1.10769036871507,2.45875723091712e-55,0.787346028310277
12104,chr19,36214602,36238774,1,ZNF146,808,1.14999730182479,2.69421995914269e-55,0.431705092288647
12244,chr19,40882752,40875439,2,CYP2A7,948,1.47866944527465,2.69421995914269e-55,0.344174036907627
12111,chr19,36528660,36510695,2,ZNF260,815,1.75143774837965,2.75397512491038e-55,0.371671948486512
1947,chr1,190477882,190097662,2,BRINP3,1947,-1.84385410339504,3.50711749180694e-55,-0.509173919662542
6980,chr14,25050297,24809656,2,STXBP6,162,1.26210004858749,3.62699539677428e-55,0.464878770664075
17471,chr3,194136145,194138732,1,HES1,1339,0.959609669885575,4.48281255319566e-55,1.69148502635724
19170,chr5,136028895,136063818,1,TGFBI,677,1.62173173246956,7.02934314483269e-55,0.388024164608176
2570,chr10,17129831,16823964,2,CUBN,118,1.15861167414991,1.23279881355484e-54,0.539063787796816
12046,chr19,35143250,35154301,1,FXYD7,750,1.54647830836751,1.83509101325561e-54,0.597610306232649
6765,chr13,110713603,110641412,2,CARS2,506,1.02498579317312,2.36984696941789e-54,0.749020152686218
12030,chr19,34677639,34686397,1,ZNF302,734,1.48380950632639,2.4284998699441e-54,0.428658618361734
12333,chr19,43967862,43998325,1,ZNF155,1037,2.09380392284713,2.58912830063709e-54,0.314063855254037
12141,chr19,37692337,37647813,2,ZNF781,845,1.7917748691131,2.82836627094643e-54,0.329295258696581
23997,chrX,10833654,10445310,2,MID1,34,-1.67537542450614,3.66499590730049e-54,-0.671656445958969
6761,chr13,110463287,110456396,2,COL4A2-AS2,502,1.30174301028978,3.81917335684685e-54,0.403777509016014
12215,chr19,40090938,40048757,2,ZNF780A,919,1.67777797098044,3.88307726487516e-54,0.338757707714957
6380,chr13,33676768,33103135,2,STARD13,121,0.833729716218181,7.38189967220598e-54,0.763341563277313
11099,chr18,36297714,36780055,1,FHOD3,187,-1.14720278439492,1.03163615324268e-53,-0.928828282001987
12126,chr19,37207254,37093019,2,ZNF585A,830,1.36549828833305,1.109434625056e-53,0.3337225165784
2653,chr10,29602346,29602264,2,MIR938,201,1.46861015863341,1.31923035026462e-53,0.63216070647051
11094,chr18,36067576,35984387,2,RPRD1A,182,-1.63516488840361,1.41805545502665e-53,-0.464971282118616
24008,chrX,12975108,12977227,1,TMSB4X,45,-3.38813447292675,1.46493546478722e-53,-0.465365609615679
12316,chr19,43593036,43543040,2,XRCC1,1020,1.15144043687232,1.93954740179402e-53,0.530759893645884
20394,chr6,68635367,69389511,1,ADGRB3,739,-1.33685897972127,2.2073984271488e-53,-0.675332330610632
3269,chr10,114684655,114431113,2,ABLIM1,817,0.979196037879698,3.06037710075679e-53,0.672125729137986
12332,chr19,43951223,43967709,1,ZNF221,1036,2.03031789609864,3.11690210481731e-53,0.309643155154197
12016,chr19,33302564,33299934,2,CEBPA,720,1.53313808127043,4.36697326747965e-53,0.860568556678121
2174,chr1,217137755,216503246,2,ESRRG,2174,-1.54878860290247,4.65486427701787e-53,-0.782836552484112
12003,chr19,32676597,32597007,2,ANKRD27,707,1.19352814884573,4.84765859643475e-53,0.405429520267736
18664,chr5,38608354,38474963,2,LIFR,171,1.14380063616877,8.11431515477177e-53,0.491429588083037
12010,chr19,33064888,32978593,2,RHPN2,714,1.38585050727712,9.84226882684967e-53,0.383579237165172
22151,chr8,11067089,11062647,2,LOC101929269,71,1.88556758979729,1.18037264464839e-52,0.57000663966754
12342,chr19,44141557,44160309,1,ZNF234,1046,2.45627713991567,1.65658847440845e-52,0.267015470766201
3378,chr10,129467184,129768007,1,MGMT,926,1.24213450374155,1.87310764454078e-52,0.457674205446971
12086,chr19,35867899,35879791,1,APLP1,790,1.37604936877818,2.9249924150908e-52,0.648453748784959
12374,chr19,45092962,45148077,1,PPP1R37,1078,1.17163431825591,3.55161903210067e-52,0.536039625141838
12101,chr19,36139575,36150353,1,CAPNS1,805,1.12082063937389,4.02578285668647e-52,0.61916556989069
12129,chr19,37251912,37265535,1,LINC01535,833,2.19846376721314,4.9208331710486e-52,0.332160882617784
11993,chr19,29923644,30016608,1,URI1,697,0.947788088511835,8.88229260217483e-52,0.543064089493944
12025,chr19,34428352,34471251,1,UBA2,729,1.55992164112842,1.10438623084087e-51,0.368634247636125
12028,chr19,34675699,34593329,2,SCGB2B2,732,1.44116616351642,1.21106279092608e-51,0.287632201265276
2869,chr10,71212570,71302864,1,UNC5B,417,0.95496636066124,1.28803204541994e-51,0.687416416216308
12321,chr19,43619874,43607219,2,ZNF428,1025,1.54852085467645,1.50441826134898e-51,0.549411808510078
19323,chr5,143435512,143277931,2,NR3C1,830,0.980640975314467,1.75028869521654e-51,0.554687023639852
12177,chr19,38975910,38941401,2,FBXO17,881,1.26215848867362,1.76156529857856e-51,0.46178413863273
12106,chr19,36331718,36313067,2,LINC00665,810,2.64586104759428,2.19079645812052e-51,0.236328266054518
11986,chr19,29213541,29205321,2,UQCRFS1,690,1.4234619783265,2.9870396041918e-51,0.435700465781201
12283,chr19,42255132,42230186,2,GSK3A,987,0.894778308631664,4.26944790807894e-51,0.735797285403873
2878,chr10,71964365,72013564,1,CHST3,426,1.033796736137,5.41148275062232e-51,0.478094492562045
12198,chr19,39498895,39508481,1,DLL3,902,1.65494562120091,6.47680137261678e-51,0.617874612958561
6766,chr13,110712736,110723339,1,ING1,507,1.08586677419707,9.20378936957077e-51,1.01531101707707
12138,chr19,37551406,37614097,1,ZNF540,842,1.43912542960282,1.0785100501812e-50,0.230416385184699
12133,chr19,37469275,37411155,2,ZNF569,837,1.68851112655174,1.63747227757147e-50,0.313618858909294
12285,chr19,42268537,42295797,1,CIC,989,0.904569694565712,1.84392866416477e-50,0.802196375449721
22130,chr8,8893645,8783354,2,MFHAS1,50,1.21429576405393,1.87537089551444e-50,0.393299462978644
12196,chr19,39435948,39433207,2,RPS16,900,1.34648864253128,1.94788609051409e-50,1.06155940584975
12219,chr19,40285536,40230317,2,AKT2,923,1.28304763835128,2.7850595237132e-50,0.508295113320922
12245,chr19,40991299,41018398,1,CYP2B6,949,1.23437837532487,2.87679364179606e-50,0.229511064223512
2915,chr10,73995193,74121363,1,VCL,463,0.812135973501955,3.19502264002545e-50,0.592680710777058
12222,chr19,40348456,40380439,1,PLD3,926,1.42002581673954,3.25330688341318e-50,0.466687274889572
22179,chr8,13604606,13083361,2,DLC1,99,0.923822115803339,3.46990414967971e-50,0.737826051198536
18584,chr5,14581775,14612720,1,OTULINL,91,1.2788507784252,3.62270946049049e-50,0.431641067393791
12235,chr19,40751553,40740856,2,C19orf54,939,1.05686049844691,4.07771893624705e-50,0.693680707075872
12087,chr19,35902303,35888241,2,NFKBID,791,1.70747916634262,5.4736514407595e-50,0.479656441950659
18865,chr5,76403249,76708132,1,IQGAP2,372,0.942252301818996,9.12193425760423e-50,0.530193957890765
18597,chr5,16936276,16661914,2,MYO10,104,0.841200557396912,1.01554739099417e-49,0.755680490937862
12099,chr19,36114986,36125947,1,TBCB,803,1.15951623059941,1.27638806184156e-49,0.576905447104533
22128,chr8,8386498,8317736,2,PRAG1,48,1.18276477053837,1.3746034351233e-49,0.315561763496277
12045,chr19,35138808,35151336,1,FXYD1,749,1.47437816921322,1.4881771590104e-49,0.499299795310723
12172,chr19,38899862,38878555,2,SIRT2,876,1.21465849603857,1.9352322724321e-49,0.501696274154777
