seqnames,start,end,strand,name,idx,Log2FC,Mean,FDR,Pval,MeanDiff,AUC,MeanBGD
chr1,54764514,54756898,2,PARS2,852,-0.606055058141066,0.687026808774094,0.0194780859341143,0.00142343596459359,-0.363270584804371,0.395775623268698,1.05029739357846
chr1,66924887,66812885,2,WDR78,923,0.821641247124136,1.39590403484755,0.0436315808973298,0.00503243398544966,0.609913239529756,0.604993844259772,0.785990795317795
chr1,77979542,78138449,1,GIPC2,984,0.745197751576302,1.81379001869509,0.00443177264154151,0.00013722437781218,0.735246839517871,0.645429362880886,1.07854317917722
chr1,92217940,92245813,1,C1orf146,1057,-1.21974202466313,0.0588597116825781,0.0268056442346196,0.00233465710708428,-0.0898858782411535,0.429516774392121,0.148745589923732
chr1,93180728,93149742,2,TMED5,1067,-0.729582054311333,0.371008789941607,0.0278129155303813,0.00248551020282446,-0.249955968476268,0.399699907663897,0.620964758417875
chr1,93179919,93278730,1,CCDC18,1068,-0.730703692541742,0.319386066909533,0.00775860582938007,0.000333530512571417,-0.216403236660638,0.377577716220376,0.535789303570171
chr1,95937901,96022880,1,LOC102723661,1093,-1.18710502766506,0.16264038611299,0.00031858598194587,2.00133043696238e-06,-0.218885610519239,0.341335795629424,0.381525996632229
chr1,109656081,109674836,1,GSTM4,1175,-0.904781139400691,0.212964902128793,0.0269422520032869,0.0023563824196763,-0.193412268052384,0.408125577100646,0.406377170181176
chr1,109668022,109709549,1,GSTM2,1176,-0.712371554823936,0.139754364524813,0.0274957371863235,0.00243153516011015,-0.0948333442906066,0.423745767928593,0.23458770881542
chr1,110631474,110593580,2,KCNA2,1198,-0.874557169200786,0.222228169468124,0.0174172016074073,0.00121060633690134,-0.192525930807414,0.392697753154817,0.414754100275538
chr1,115919350,115931561,1,LINC01649,1263,-1.04985734058649,0.0832806854415735,0.0387224998428713,0.00420118878493014,-0.0985262260754021,0.426515851031086,0.181806911516976
chr1,119047405,119064785,1,WARS2-IT1,1292,-1.61221691537598,0.0294035286476195,0.0352646573898993,0.00358449220774368,-0.0785350369279902,0.438365650969529,0.10793856557561
chr1,151831872,151806071,2,RORC,1439,-0.865081521302805,0.125736801561864,0.0309723925713752,0.00292441128120273,-0.110491200309267,0.428439519852262,0.236228001871131
chr1,152325203,152302175,2,FLG,1452,-0.885255067252085,0.054561424445741,0.0112482953962991,0.00061142419821769,-0.0536491243285878,0.426285010772545,0.108210548774329
chr1,153203443,153205120,1,LELP1,1486,-2.09922884716543,0.0287105550263445,0.0238528849502775,0.00193150944843375,-0.123122575489506,0.452216066481994,0.151833130515851
chr1,153549372,153547329,2,S100A3,1500,-3.84126549830876,0,0.0381999678409813,0.00411353305315261,-0.116955861108368,0.464912280701754,0.116955861108368
chr1,156859018,156840063,2,INSRR,1624,-0.992520989396674,0.171114212632019,0.00644550731923199,0.000242679593886946,-0.178025889097504,0.394429055093875,0.349140101729523
chr1,156893698,156916434,1,PEAR1,1625,-0.861043369912119,0.217631472061087,0.0160968074687682,0.00106878744718415,-0.18482474253737,0.399045860264697,0.402456214598457
chr1,158930796,158977054,1,PYHIN1,1659,-2.13485718188811,0.0116842094491506,0.0395699030414479,0.00436655536537702,-0.069385924600498,0.44636811326562,0.0810701340496485
chr1,163321894,163111121,2,RGS5,1754,-0.601364986345793,0.314184249131007,0.0225216044742805,0.00177476745294666,-0.167017214188129,0.396737457679286,0.481201463319136
chr1,163161675,163213023,1,LOC101928404,1755,-1.5242230218595,0.0470437992843077,0.00423832723614736,0.000128054557541664,-0.104728038934381,0.421783625730994,0.151771838218689
chr1,168225938,168253025,1,SFT2D2,1788,-0.619589157977945,0.263377243301421,0.0239051863609347,0.00193761504986631,-0.145991044245225,0.404355186211142,0.409368287546646
chr1,169105697,169132722,1,ATP1B1,1798,-0.895910960759559,0.304395066899703,0.0206672160969727,0.00155879424318985,-0.269569287068673,0.404432132963989,0.573964353968376
chr1,169367970,169396540,1,BLZF1,1800,-0.641119577820152,0.212508894906599,0.0298815135823755,0.00278383624673068,-0.123815238620489,0.419629116651277,0.336324133527088
chr1,170284208,170271603,2,LINC01142,1813,-0.706251578201943,0.17388613292978,0.0453962308369075,0.00537127778841266,-0.115359430106375,0.410472453062481,0.289245563036155
chr1,171248471,171285978,1,FMO1,1821,-1.14460347071415,0.138289489266201,0.00771737756526582,0.000330636396023956,-0.17806984329234,0.392159125884888,0.316359332558541
chr1,172144794,172136531,2,DNM3OS,1829,-1.19528163047621,0.0648772111862464,0.04759054358247,0.00576089675858639,-0.0949996801883597,0.433594952293013,0.159876891374606
chr1,173635773,173637134,1,TEX50,1842,-1.10134153814221,0.0701227396204588,0.0383868031413737,0.0041445425779614,-0.0903770864806254,0.436365035395506,0.160499826101084
chr1,177700524,177710330,1,LINC01741,1868,-0.789504190547533,0.150210569237545,0.0068839457323554,0.00027090505415081,-0.115815624263798,0.389389042782395,0.266026193501342
chr1,186828953,186988981,1,PLA2G4A,1944,-0.684668624114912,0.192886020478895,0.0409120607526232,0.00459201549775764,-0.122473476950663,0.403277931671283,0.315359497429558
chr1,212950520,212991585,1,VASH2,2162,-1.089397152925,0.22121045942459,0.00530166239747705,0.00017920022856026,-0.259385874953898,0.378539550630963,0.480596334378488
chr1,237471119,237471191,1,MIR4428,2354,-0.697979245155634,0.246535013606822,0.0359225703807886,0.0036994103646585,-0.158859887903821,0.420052323791936,0.405394901510643
chr10,74163,46892,2,TUBB8,1,-1.10871821672845,0.116359518428425,0.00601472889586885,0.000214028206637467,-0.144719476711568,0.394967682363804,0.261078995139993
chr10,134465,254637,1,ZMYND11,2,-0.752462988289726,0.456122772009417,0.00317007925558988,7.72155966851551e-05,-0.31829781070626,0.357494613727301,0.774420582715677
chr10,689668,274190,2,DIP2C,3,-0.632488400394838,1.25288594915598,0.00770624045674259,0.000329500027634896,-0.694210316320366,0.363381040320098,1.94709626547635
chr10,649948,669581,1,PRR26,5,-0.929993253939339,0.178640268139322,0.00920631375419606,0.000431324418410093,-0.169658094521565,0.382887042166821,0.348298362660887
chr10,931705,806914,2,LARP4B,6,-0.83687506377248,0.505675675373594,0.00105251688527568,1.28397334225492e-05,-0.4044468834095,0.338180978762696,0.910122558783094
chr10,1049170,1039908,2,IDI1,11,-0.695584228782185,0.868052950881152,0.022364144649892,0.00174660398558571,-0.543228212575172,0.391697445367805,1.41128116345632
chr10,2014348,2005473,2,LINC00700,16,-1.09587280447734,0.144359698872616,0.000396549805824565,2.98931117303109e-06,-0.174175517315721,0.366535857186827,0.318535216188336
chr10,3066333,3137712,1,PFKP,19,-0.724070690430301,0.365447261253716,0.000943139607775239,1.11231914510251e-05,-0.243929640179146,0.341874422899354,0.609376901432862
chr10,4786629,4848062,1,AKR1E2,30,-1.11436731067308,0.191386100663058,0.00373358643154099,0.000101684772716039,-0.233184191340092,0.368574946137273,0.42457029200315
chr10,4963253,5107522,1,AKR1C1,32,-0.940207989840316,0.220587775697043,0.0142550584348993,0.000887402519089138,-0.210736809402575,0.395429362880886,0.431324585099618
chr10,5035354,5107686,1,AKR1C3,33,-1.069374597586,0.160035164594876,0.0169663868076779,0.00116276891026114,-0.185438554899445,0.400815635580179,0.345473719494321
chr10,5195463,5218949,1,AKR1C4,34,-1.13109177461646,0.145324567178741,0.00685869147148199,0.000269077301791139,-0.183412471946936,0.381886734379809,0.328737039125677
chr10,5412551,5458463,1,NET1,37,-0.729362646743214,0.319728269196491,0.00258154959161144,5.59402775543947e-05,-0.216122416360286,0.362919359803016,0.535850685556777
chr10,5524009,5526771,1,CALML3,40,-1.1211033117906,0.251631583078669,0.0042232162729464,0.000126829993444649,-0.306008641015584,0.373845798707295,0.557640224094253
chr10,5596118,5594991,2,LOC105376382,41,-1.00156992202582,0.506947260829663,0.00383385681372685,0.000106435596879423,-0.516842199429745,0.363304093567251,1.02378946025941
chr10,5666595,5638867,2,ASB13,42,-0.678821552693179,0.348043703941525,0.0385287394425423,0.00416611318929654,-0.214386108786214,0.401123422591567,0.562429812727739
chr10,6618716,6625346,1,LOC101928150,55,-0.804754948607582,0.197263263226655,0.00364095147428968,9.68633408563518e-05,-0.153877188742642,0.379116651277316,0.351140451969297
chr10,6779180,6774307,2,LINC00706,56,-0.963127113597984,0.151131563274303,0.0228716089617249,0.00181636671919985,-0.151833327597376,0.4073945829486,0.302964890871679
chr10,8053604,8075198,1,GATA3,64,-0.60090583762151,0.36115820363524,0.00816191269549099,0.000357800622334428,-0.191131266260324,0.39042782394583,0.552289469895564
chr10,8053484,8050450,2,GATA3-AS1,65,-0.638178462793482,0.661842519408878,0.00226744124173688,4.45085404033099e-05,-0.373104976164255,0.365612496152662,1.03494749557313
chr10,8897989,8914596,1,LOC105755953,67,-0.964540006311833,0.122736835087489,0.0245540448254306,0.00202605164883774,-0.125122859509863,0.40335487842413,0.247859694597352
chr10,10058722,10063502,1,LOC101928298,69,-1.19967881819591,0.228929856188695,0.00179063801370698,3.04076083222512e-05,-0.308271953509656,0.367036011080332,0.537201809698351
chr10,11005321,11336675,1,CELF2,73,-0.780705982451863,1.01924568713006,0.000347332493697032,2.28045164865523e-06,-0.738087202498894,0.320406278855032,1.75733288962896
chr10,11105504,11071541,2,CELF2-AS2,74,-0.865941792100503,0.262140380364919,0.00195924373024424,3.43824485367494e-05,-0.2228332388661,0.349415204678363,0.484973619231019
chr10,11319884,11316834,2,CELF2-AS1,75,-0.751789288435466,0.459684276032253,0.0213878794348022,0.00164316358974584,-0.320367807406708,0.38846568174823,0.780052083438961
chr10,11611754,11453946,2,USP6NL,76,-1.04375146142121,0.713412328428402,1.54309830646095e-06,2.50157786570632e-10,-0.766657412400126,0.25984918436442,1.48006974082853
chr10,11823339,11872277,1,PROSER2,78,-0.623494887748599,0.392631754684727,0.0329258967711991,0.0032070083881664,-0.21699992802684,0.39558325638658,0.609631682711568
chr10,12043170,11920022,2,UPF2,80,-0.832420724919797,0.585228391086516,0.0018196690819499,3.10480944922148e-05,-0.463718633031899,0.346029547553093,1.04894702411842
chr10,12129637,12169961,1,SEC61A2,82,-1.36106948380641,0.173789670328853,0.000394045397159039,2.8950537045447e-06,-0.286394483785071,0.357917820867959,0.460184154113924
chr10,12130816,12130760,2,MIR548AK,83,-2.31252663413053,0.162500101296124,1.44962615798022e-05,1.64503252101184e-08,-0.679525714976091,0.347029855340105,0.842025816272215
chr10,13099652,12896625,2,CCDC3,89,-0.78063155729803,0.499043906873418,0.00192038803072425,3.35449153457952e-05,-0.364552220380399,0.345490920283164,0.863596127253818
chr10,13099449,13138308,1,OPTN,90,-1.01056053196004,0.190008891431496,0.0281889828894772,0.00252867494595833,-0.201701650851918,0.411972914742998,0.391710542283414
chr10,13302412,13277796,2,PHYH,93,-0.773557826162977,0.372789640861014,0.00680592525698834,0.000265352196531684,-0.27071043069142,0.375923361034164,0.643500071552434
chr10,13528974,13438484,2,BEND7,95,-0.746743440492435,0.39468435839021,0.00227600351737156,4.48300927876542e-05,-0.27354370348961,0.349338257925516,0.66822806187982
chr10,13586927,13655929,1,PRPF18,96,-0.715767907018524,0.332228113729035,0.00263594269865262,5.78093871802975e-05,-0.21904382182341,0.359803016312712,0.551271935552445
chr10,14074284,14087605,1,LOC101928453,98,-0.868430242324581,0.356096642646705,0.0135881383898353,0.000823129929039252,-0.301262986682014,0.384579870729455,0.657359629328718
chr10,14436576,14436661,1,MIR1265,100,-0.729533442123594,0.365482644914741,0.0271774103763197,0.00239016699832268,-0.246297978167674,0.398276392736227,0.611780623082415
chr10,14774897,14518557,2,FAM107B,101,-1.03981500831115,0.540131610720642,5.99871001058848e-05,1.26421707283213e-07,-0.579622382354125,0.302246845183133,1.11975399307477
chr10,14878820,14904315,1,SUV39H2,104,-1.05287393594105,0.27555281822463,0.00258154959161144,5.59750762548481e-05,-0.305552029877726,0.371537396121884,0.581104848102357
chr10,15032227,15073852,1,OLAH,107,-0.628138325198982,0.151096482499539,0.0275172442651893,0.00243678279644317,-0.0872192947574045,0.407433056325023,0.238315777256943
chr10,15860520,15778170,2,MINDY3,114,-0.713299451228442,0.908579607026014,0.00215749289291065,4.00474890554056e-05,-0.586691708498039,0.343875038473376,1.49527131552405
chr10,16436943,16513745,1,PTER,115,-0.689448226035575,0.347035090564315,0.0215550847451717,0.00166157782221434,-0.21799108423057,0.388581101877501,0.565026174794884
chr10,17129831,16823964,2,CUBN,118,-1.01465311833723,0.528245690191986,0.000909857494953628,1.05094182565366e-05,-0.547981933144401,0.339566020313943,1.07622762333639
chr10,17201682,17146737,2,TRDMT1,119,-0.683882340375493,0.303105358712683,0.033756294966234,0.00334361615050158,-0.189140156313508,0.404124345952601,0.492245515026191
chr10,17644125,17715914,1,STAM,125,-0.738271127551968,0.273929842179681,0.0392436828534359,0.00429431562390682,-0.188894414989308,0.40816405047707,0.462824257168988
chr10,17752252,17800868,1,TMEM236,127,-1.17307377261891,0.191912279740497,0.00159070155394812,2.50116077836892e-05,-0.251841851040847,0.358379501385042,0.443754130781344
chr10,17951839,18043292,1,SLC39A12,130,-1.10851844178192,0.238710480887609,0.00173995634039141,2.9257492909762e-05,-0.286149312522469,0.355801785164666,0.524859793410078
chr10,18010562,18001786,2,SLC39A12-AS1,131,-1.09837560327065,0.260412345541008,0.00196500321728784,3.45631594513627e-05,-0.307175534863266,0.370960295475531,0.567587880404275
chr10,18140677,18541869,1,CACNB2,132,-1.02637224218067,0.652868441657222,1.56277294843577e-05,1.94341532212104e-08,-0.686052181050646,0.287857802400739,1.33892062270787
chr10,19816239,20289856,1,PLXDC2,137,-0.900437821585286,0.796360067020606,0.00191054670097906,3.30632828612328e-05,-0.697753453010602,0.343105570944906,1.49411352003121
chr10,22928024,23038523,1,ARMC3,154,-0.936939414420472,0.412000244518004,0.000209060921171123,1.00827792896829e-06,-0.384780381791967,0.316366574330563,0.796780626309972
chr10,23344845,23267195,2,C10orf67,157,-0.811693468116533,0.436693308440483,0.00223269148546957,4.34504315356288e-05,-0.3364468023481,0.35026161895968,0.773140110788582
chr10,24952604,24848607,2,PRTFDC1,162,-1.1744130189431,0.256184193157951,0.000122318048032187,4.06504009833808e-07,-0.333052582507215,0.323407202216067,0.589236775665166
chr10,25113058,25161236,1,LINC01516,165,-0.960191801652555,0.150131661690092,0.00258154959161144,5.56883905892814e-05,-0.150254236185991,0.37149892274546,0.300385897876084
chr10,26861087,26746593,2,ABI1,177,-0.658450157043228,0.599210672495852,0.0034986298828378,9.08900767973994e-05,-0.351648686792525,0.355878731917513,0.950859359288377
chr10,27154824,27186924,1,MASTL,181,-0.610786801393224,0.327631510132758,0.0116734292487327,0.000650521407838515,-0.177315498289975,0.39273622653124,0.504947008422733
chr10,27746060,27672875,2,MKX,185,-1.09759366297252,0.136807006784218,0.00679744199962045,0.000263817291539712,-0.165956287874884,0.387426900584795,0.302763294659102
chr10,28532493,28623112,1,WAC,192,-0.931904388259184,0.411622760154829,0.00609599949034215,0.000219390757373098,-0.381631214600265,0.366535857186827,0.793253974755094
chr10,28677342,28682939,1,BAMBI,193,-0.629495057381196,1.04350890093523,0.00947250399737842,0.00045515781102648,-0.575622281218502,0.371960603262542,1.61913118215373
chr10,29409402,29487745,1,SVIL-AS1,198,-0.677686979468151,0.201201760523129,0.0261356899917403,0.00224982595211382,-0.125894589195,0.398353339489074,0.327096349718129
chr10,30368665,30368597,2,MIR7162,205,-1.99866948067132,0.0651844054709763,0.00362520938657712,9.60884712175341e-05,-0.221596307997998,0.412165281625115,0.286780713468975
chr10,31031937,30820207,2,ZNF438,209,-0.896359225233564,0.35232449936494,0.00318934360054942,7.82018674853043e-05,-0.311035005861258,0.358379501385042,0.663359505226198
chr10,31318495,31529814,1,ZEB1,212,-1.03413296926445,0.328850913681683,0.00487900743639891,0.000157004616377593,-0.353789082782766,0.364996922129886,0.682639996464449
chr10,31928876,31805404,2,ARHGAP12,213,-0.633791863503008,0.367491245740424,0.0319075610978227,0.00307514713020274,-0.207561004992911,0.39327485380117,0.575052250733335
chr10,32056431,32009010,2,KIF5B,214,-0.670428829770672,0.289465030899812,0.0173605408152222,0.00120315006865648,-0.176420872743115,0.387388427208372,0.465885903642927
chr10,32378798,32267751,2,EPC1,215,-0.709725200668544,0.509640344756852,0.00975463454736381,0.000475705108611691,-0.329447145965712,0.373384118190212,0.839087490722564
chr10,33336262,33177492,2,NRP1,219,-0.980961573801057,0.530868329176054,0.000159465580366468,6.26901244044232e-07,-0.525491171701363,0.314789165897199,1.05635950087742
chr10,35247025,35572669,1,CCNY,226,-0.688293975391982,0.68233350881185,0.00806614623895011,0.000351410399176642,-0.422525897909028,0.366997537703909,1.10485940672088
chr10,35642278,35638249,2,FZD8,228,-1.51948921766014,0.309605492358316,0.00380129549717881,0.00010506944674864,-0.594377312996536,0.388427208371807,0.903982805354853
chr10,35641252,35641172,2,MIR4683,229,-1.70851479304401,0.440122927128144,0.000261799810863328,1.48544919838153e-06,-1.01820214770174,0.353031702062173,1.45832507482989
chr10,73772291,73780251,1,FUT11,455,-0.725076927994617,0.238350677832278,0.028873232950421,0.00262473297834945,-0.161368288928836,0.42513080947984,0.399718966761114
chr10,73785582,73801797,1,ZSWIM8,457,-0.798474897790139,0.287824888675785,0.0429451931023339,0.00493084753420248,-0.219262622509966,0.416512773160973,0.507087511185751
chr10,79560397,79555852,2,SFTPA2,495,-1.3060938726135,0.141052783570139,0.0179140986834125,0.00125731453874421,-0.220648564893827,0.413319482917821,0.361701348463967
chr10,80207710,80219657,1,LINC00857,506,-0.677535064162718,0.449122879237047,0.0483873716458161,0.0059263450236547,-0.274464316726246,0.410780240073869,0.723587195963292
chr10,80344745,80368073,1,DYDC2,509,-1.35618993114602,0.0557544513251711,0.0103657874404811,0.000519675734128035,-0.100666435489966,0.418590335487842,0.156420886815137
chr10,94938658,94989390,1,CYP2C9,616,-1.07644530610008,0.0935087465882276,0.0402980085330836,0.00447174950812932,-0.113412257219954,0.422322253000923,0.206921003808181
chr10,95656706,95605929,2,ALDH18A1,621,-0.749335303198286,0.188403782755926,0.0271335990172256,0.00238301487680668,-0.134280239401981,0.4067405355494,0.322684022157906
chr10,95974029,96032684,1,CC2D2B,625,-1.41946769205192,0.0607281250826613,0.018208683929227,0.0012951377240772,-0.116403417089662,0.426515851031086,0.177131542172323
chr10,96587452,96518109,2,TM9SF3,633,-1.00227881110334,0.224184286038278,0.00327181846002014,8.0887138713313e-05,-0.233692730067114,0.377770083102493,0.457877016105392
chr10,97334709,97332497,2,FRAT2,642,-0.629837197198311,0.714947829950355,0.0444547150857716,0.00516182048799285,-0.396157224479502,0.410818713450292,1.11110505442986
chr10,99782732,99852192,1,ABCC2,677,-0.621666993128491,0.229736971055808,0.00998814245553029,0.000493861303223918,-0.128473302020031,0.391428131732841,0.358210273075839
chr10,104232362,104129888,2,CFAP43,766,-1.03171118471447,0.175157976259711,0.00845659441719721,0.000375095478478147,-0.192105174578863,0.389696829793783,0.367263150838574
chr10,104235356,104267459,1,GSTO1,768,-1.13104317824747,0.198658012950513,0.00722990600894334,0.00029213813288954,-0.246876996624387,0.390581717451524,0.4455350095749
chr10,104353575,104351591,2,CFAP58-DT,774,-1.26641051620917,0.302789762179309,0.00921424826211477,0.000432069597117078,-0.437938254020346,0.385003077870114,0.740728016199655
chr10,104641101,105265235,1,SORCS3,776,-0.783472675747533,0.621877330755653,0.0176890044154175,0.00123595053952257,-0.454867833988654,0.380732533087104,1.07674516474431
chr10,112446917,112424428,2,ZDHHC6,800,-1.38396712314921,0.0694035522681129,0.0374253344133538,0.00396641199201265,-0.125850832691012,0.436057248384118,0.195254384959125
chr10,113550837,113589602,1,HABP2,805,-1.00767449172462,0.142500064960122,0.0197271321963531,0.00145351083460201,-0.152885681601013,0.398045552477685,0.295385746561134
chr10,113751454,113783429,1,PLEKHS1,808,-1.17626813776845,0.0803596662187344,0.0379263910385117,0.00405808874802466,-0.112298182722879,0.423437980917205,0.192657848941614
chr10,114764788,114779903,1,LOC101927692,818,-0.982215282783018,0.212113950638986,0.0108093217257696,0.000564254129155844,-0.215473401022352,0.384887657740843,0.427587351661338
chr10,116324428,116380029,1,CCDC172,824,-0.760000133805448,0.124105244913488,0.0313583857627376,0.00298917578479204,-0.0921490957912711,0.416358879655279,0.216254340704759
chr10,118046603,118004916,2,RAB11FIP2,841,-0.901665782337933,0.19119301634722,0.00981910110386225,0.000480329700590165,-0.173613935013559,0.388196368113266,0.364806951360779
chr10,120851345,120761812,2,WDR11-AS1,864,-1.11494441902017,0.178017610571901,0.0275565904419139,0.00244253973332237,-0.217771695287515,0.40466297322253,0.395789305859415
chr10,122850793,122832149,2,FAM24B-CUZD1,878,-1.04297134030917,0.103219331742595,0.00989851537989004,0.000487558710299664,-0.118763034365563,0.400353955063096,0.221982366108158
chr10,123940267,123706207,2,CPXM2,890,-0.607742586717606,0.337903604127068,0.0123029933580459,0.000707544280419352,-0.181613920316751,0.380540166204986,0.519517524443819
chr10,133358035,133355154,2,FUOM,961,-0.931685090459973,0.331123092337908,0.0121236524315551,0.000693299569624876,-0.30845564642679,0.407317636195753,0.639578738764699
chr11,2301997,2318200,1,TSPAN32,92,-1.02567769739282,0.0835526104070518,0.0434193813266421,0.0050046494485276,-0.0956404239914067,0.443751923668821,0.179193034398458
chr11,6003194,6001986,2,OR56A4,188,-2.11866651541845,0.0241491131473723,0.0236499708398607,0.00189917019210934,-0.110052525745344,0.452139119729147,0.134201638892717
chr11,7238778,7469042,1,SYT9,224,-0.830475231838485,0.188482554633818,0.0366075080609574,0.00382335852610389,-0.153517452432628,0.411203447214528,0.342000007066446
chr11,10611689,10556966,2,LYVE1,274,-2.2432946335614,0.014412286466669,0.0160968074687682,0.00106805287279039,-0.0865877373671484,0.44779162819329,0.101000023833817
chr11,14643723,14872044,1,PDE3B,305,-0.684763458306079,0.272824556226185,0.00710388933583217,0.000284454999748812,-0.171052520948021,0.381886734379809,0.443877077174207
chr11,17734812,17783055,1,KCNC1,327,-1.01138204242313,0.16120182098419,0.0204259954487129,0.001530666514739,-0.172666350608716,0.407048322560788,0.333868171592907
chr11,28108308,28020620,2,KIF18A,391,-0.729929518371241,0.218079019005625,0.00254490076969813,5.29366150371189e-05,-0.14939452127394,0.368959679901508,0.367473540279566
chr11,47177125,47164299,2,ARFGAP2,507,-0.799116719889791,0.285938749667875,0.0309723925713752,0.00292476593545044,-0.218096357880768,0.419359803016313,0.504035107548643
chr11,47565430,47573461,1,PTPMT1,523,-1.68550859657089,0.0767018357332167,0.0266104380308288,0.00231010611421072,-0.189455823419521,0.434441366574331,0.266157659152738
chr11,48216792,48217762,1,OR4B1,533,-1.35970331431759,0.0908244321092575,0.0141367442052186,0.000879464308787003,-0.15600017045867,0.413781163434903,0.246824602567928
chr11,57237314,57233577,2,APLNR,596,-0.751328361141981,0.168824640955881,0.0333826864079764,0.00328880518304489,-0.121359205460611,0.415435518621114,0.290183846416492
chr11,58904215,58834065,2,GLYATL2,637,-2.27038151004227,0.020070191656249,0.00609599949034215,0.000219322346266673,-0.110306893978205,0.415589412126808,0.130377085634454
chr11,58905398,59043527,1,GLYATL1,638,-1.78825254294486,0.0446754353342901,0.0200901441319447,0.00149735653151683,-0.131157845622742,0.430594028931979,0.175833280957032
chr11,59058659,58933643,2,LOC283194,639,-2.07128909438622,0.042789460137817,0.00140173474198329,2.10197720083415e-05,-0.165131550763701,0.39415974145891,0.207921010901518
chr11,59212951,59208510,2,MPEG1,644,-0.703609222677617,0.0887894814350038,0.0333238837138354,0.00327246315164505,-0.0613245607413871,0.431902123730379,0.150114042176391
chr11,59364412,59365448,1,OR5AN1,645,-1.33020014461652,0.0973511093168491,0.0479250494101553,0.0058293507177425,-0.160710135062271,0.43290243151739,0.258061244379121
chr11,59422976,59421943,2,OR5A2,646,-3.86339430496416,0.00530703081143668,0.0213296762658167,0.00162971633072895,-0.19083340425782,0.451446598953524,0.196140435069257
chr11,60334831,60396596,1,MS4A6E,666,-1.35299126069939,0.0382193188395603,0.0304744091811703,0.00286415477389697,-0.0730437629181759,0.439096645121576,0.111263081757736
chr11,60729304,60744212,1,MS4A18,675,-2.01225599311261,0.0249035159193137,0.025913188705722,0.0022243711469044,-0.102175531179812,0.448060941828255,0.127079047099126
