,pos,H05,H47,M29,M35,M60,M80
77,79,29.6138560756018,28.6860551346123,40.8699059561128,31.5456559039152,35.5407907425265,33.5231073334651
78,80,30.4257199412553,28.80019345478,41.2904911180773,31.9575417251599,35.9182256509161,33.7432298873295
79,81,31.0001915586489,28.8754473641786,41.5855102751654,32.1577600998284,36.1890067502411,33.9370626606049
80,82,31.5367090224123,28.8846042237627,41.8097875304772,32.3026672905943,36.4180327868852,34.0537260328128
81,83,31.7324308792542,28.8426567789779,41.8506443747823,32.2703166432694,36.5467695274831,34.0638861435066
82,84,31.945099291233,28.9201676608093,42.0710553814002,32.3901731399158,36.8090646094503,34.0817552876062
83,85,31.8820126428708,28.8272126390456,42.0055381400209,32.2817345187958,36.8437479909997,33.8696975686895
84,86,31.9025732711832,28.884539738836,42.1219087425984,32.313835595071,36.9020572163291,33.7259142122949
85,87,31.477440776451,28.5451878123489,41.565377917102,31.7830915613789,36.5828672452587,33.1527179284444
86,88,30.8185301066343,28.0873448331452,40.7797283176593,31.0890656683825,35.9133076181292,32.4143111286816
87,89,30.0744013792223,27.4037723682089,39.6620341344479,30.1338636718141,35.0432015429122,31.5879027475786
88,90,29.6366260136645,26.9360954376914,38.8685823754789,29.5190765871159,34.3787528126004,31.0022138762601
89,91,29.0720388225528,26.2860873770756,37.8151515151515,28.6971767274996,33.6448408871745,30.298833761613
90,92,28.7696826511717,25.9310333709495,37.1915360501567,28.2194665418812,33.0942462230794,29.8858667720894
91,93,28.4329991699125,25.522424633242,36.51065830721,27.6592731243176,32.5982320797171,29.4481913421625
92,94,28.2299342315305,25.3401902305336,36.1602925809822,27.3496802370925,32.2686595949855,29.1374579956513
93,95,28.0467913926314,25.1780751249395,35.8331591779868,27.0390578692872,32.0012214721954,28.8156157343349
94,96,27.9523785198902,25.103530549734,35.6373389063044,26.8436749337077,31.8185470909675,28.5688475983396
95,97,28.0384011238107,25.1944220538449,35.721978404737,26.8735922632975,31.8165541626486,28.5439019569085
96,98,28.1209756720516,25.2253748186361,35.7218042493904,26.8606457650913,31.7767920282867,28.5307768333663
97,99,28.1776514909648,25.2313719168144,35.6802159526297,26.8162845109967,31.7372227579556,28.5161889701522
98,100,28.2324500351191,25.2607770433661,35.6681644026472,26.8084542193106,31.6992606878817,28.527693220004
99,101,28.2643253942915,25.2336933741738,35.6103448275862,26.7655279987522,31.6423015107682,28.5381300652303
100,102,28.2863418683353,25.2390456230856,35.5781260884709,26.7468101700203,31.6616200578592,28.5339395137379
101,103,28.1790945661197,25.1754634854103,35.452385928248,26.6326626111371,31.5771456123433,28.4211504249852
102,104,27.983743055999,25.0930517491536,35.297004528039,26.4855092809234,31.4010928961748,28.2432496540818
103,105,27.7959006449141,24.9841044655812,35.1134447927551,26.3287162689128,31.2198649951784,28.0885155169006
104,106,27.5784688078667,24.8993712719652,34.9815395332637,26.1993760723756,31.0280617164899,27.9097845423997
105,107,27.4594470340336,24.885732709979,34.943504005573,26.1673685852441,30.9294117647059,27.8041510179877
106,108,27.3273609603474,24.8824117362566,34.9507488679902,26.1813757604118,30.846737383478,27.6751136588259
107,109,27.2415299150757,24.8901499274545,35.0115987460815,26.2547496490407,30.8587592414015,27.6165645384463
108,110,27.3255347678948,25.1009833951314,35.3741901776384,26.5274060209016,31.0653809064609,27.7670290571259
109,111,27.3415746120937,25.1208769950024,35.4406826889585,26.6343784121042,31.2294760527161,27.8619094682744
110,112,27.4411851095077,25.2149605029824,35.6572971090212,26.80127905163,31.3862745098039,28.0555445740265
111,113,27.394278781687,25.2067386748348,35.7281435040056,26.8812977694588,31.4439087110254,28.1667523225934
112,114,27.3656471489688,25.2887635015315,35.8636363636364,26.9867103416004,31.5014143362263,28.2731369835936
113,115,27.1321626971458,25.1416411413832,35.6579240682689,26.8543128997037,31.3643201542912,28.1412532120973
114,116,26.8513888002043,25.1218120264388,35.6425287356322,26.8170644205272,31.1857923497268,27.9393556038743
115,117,26.4971585467084,25.0065452200548,35.4926854754441,26.7127437217283,31.0245258759241,27.6764182644791
116,118,25.7959644977971,24.6934709011769,34.9959944270289,26.3413508033068,30.5069431051109,27.0731765170982
117,119,24.4585403230956,23.8303724004514,33.7209334726576,25.42838870691,29.3377370620379,25.9190749159913
118,120,23.1333375901922,23.0132838948896,32.504667363288,24.5512088597723,28.2068145290903,24.7658035184819
119,121,21.678475193155,22.1342898597453,31.1822709857192,23.6115426610513,26.9767277402764,23.5061079264677
120,122,20.2900197943937,21.3631146219571,29.9731104144897,22.7368897207924,25.8203150112504,22.3088752717928
121,123,19.2828299597727,20.8268579719491,29.0943921978405,22.1227577600998,24.9905818064931,21.416485471437
122,124,18.953757742162,20.7969047235209,28.9447579240682,22.0186242395882,24.8084217293475,21.1064637280095
123,125,18.5630674924973,20.7082379493793,28.691118077325,21.8487287474653,24.5380906460945,20.7401462739672
124,126,18.3089330183258,20.6384975012091,28.4137234413096,21.6287630634847,24.2207007393121,20.4936548725045
125,127,17.8646957410127,20.3913590198291,27.8651340996168,21.2333177351427,23.6889746062359,20.0419055149239
126,128,17.7799501947513,20.5533451555699,28.0004179728317,21.2386523163313,23.6162970106075,19.9731567503459
127,129,17.591558648873,20.5843946477511,27.9539881574364,21.1184214631103,23.3661845065895,19.7911049614548
128,130,17.4861630802631,20.7891987747864,28.1413793103448,21.1567618156294,23.2870459659273,19.6923502668512
129,131,17.2717067875615,20.8975012090924,28.2786137234413,21.1635002339729,23.1814850530376,19.4826645582131
130,132,17.1473724538663,21.0555860067709,28.5287356321839,21.2530650444549,23.1916425586628,19.3660011860051
131,133,16.7274375838069,20.7531194583266,28.0999651689307,20.8969895492123,22.7281902925104,18.9481715754102
132,134,16.3579848030139,20.5243269385781,27.7784395680947,20.6160037435658,22.3695596271295,18.5800751136588
133,135,15.9545750590639,20.182202160245,27.354719609892,20.2330057713305,21.9209578913532,18.1925677011267
134,136,15.8415426856523,20.1302917942931,27.3515151515151,20.1218530650445,21.7955641272902,18.1064241945048
135,137,15.3650724730222,19.6809930678704,26.7614071752003,19.5922632974575,21.1420765027322,17.6913223957304
136,138,15.0230381201711,19.4109624375302,26.4055729710902,19.2571517703946,20.6969141755063,17.3990907293932
137,139,14.6234340080455,19.0406577462518,25.9259839777081,18.8476056777414,20.1533911925426,17.056374777624
138,140,14.1920183896303,18.656585523134,25.4018112156043,18.4245827484012,19.6028286724526,16.6694999011662
139,141,13.7359683289701,18.2053844913751,24.7659003831417,17.9484011854625,18.994824815172,16.2546353034197
140,142,13.6516825234659,18.1565049169757,24.73096482062,17.88644517236,18.9167148826744,16.1789681755288
141,143,13.5840623204138,18.0853458004192,24.6792406826889,17.7900483543909,18.8320797171327,16.1265072148646
142,144,13.5222910414405,18.0439787199742,24.6460815047022,17.7051006083294,18.7810671809707,16.0716742439217
143,145,13.3977140667901,17.860164436563,24.3905607802159,17.5002963656216,18.5740276438444,15.9693220003953
144,146,13.2744907732584,17.7273899725939,24.139184952978,17.3372016846046,18.4402442944391,15.8775252026092
145,147,13.2759466189898,17.7719168144446,24.1136886102403,17.3172048042427,18.535744133719,15.9341767147658
146,148,13.287133644084,17.8252136063195,24.0853361198189,17.3037279675558,18.6242365798778,15.9939118402846
147,149,13.4093991443714,18.0424310817346,24.302333681644,17.4186554359694,18.8815171970427,16.1890887527179
148,150,13.5797075537961,18.2322424633242,24.5135841170324,17.4841990329122,19.1153969784635,16.4233643012453
149,151,13.7840623204138,18.4501692729325,24.7190177638453,17.5652784277024,19.3650273224044,16.6862621071358
150,152,13.8559351254709,18.4621957117524,24.6846046673633,17.4695679301201,19.3507232401157,16.7972326546748
151,153,13.915241683162,18.4956311462196,24.6866597004528,17.4065512400562,19.3615557698489,16.8898991895632
152,154,13.9529021135304,18.4498468482992,24.613653779171,17.2861332085478,19.297974927676,16.9320419055149
153,155,13.9459804610178,18.4056746735451,24.6288401253918,17.1549212291374,19.2025072324011,16.8992290966594
154,156,13.792810165379,18.0696759632436,24.3448624172762,16.7343316175324,18.6993892639023,16.6593002569678
155,157,13.6610433561075,17.7713686925681,24.0638105189829,16.3471845265949,18.2306975249116,16.4340778810042
156,158,13.3797969478322,17.3181041431565,23.5431208638105,15.7814381531742,17.5569270331083,16.0194109507808
157,159,13.1147819424047,16.8629372884088,22.9793800069662,15.2205896116051,16.8763741562198,15.617829610595
158,160,12.810318625886,16.381202643882,22.4042493904563,14.6566214319139,16.1661845065895,15.1651709824076
159,161,12.5908051848541,16.0968563598259,22.0490421455938,14.3102480112307,15.7572484731597,14.8468472030045
160,162,12.3964753208607,15.8694825084636,21.7807384186694,14.003400405553,15.4057859209257,14.5659221189958
161,163,12.3115254453739,15.7656617765597,21.6297805642633,13.8329121821869,15.2130826100932,14.4323779403044
162,164,12.2271119341038,15.7055618249234,21.529188436085,13.6959288722508,15.0565413050466,14.3128286222574
163,165,12.2506991890684,15.7922940512655,21.5072796934866,13.7095616908439,15.0949855351977,14.3394346708836
164,166,12.2641466062193,15.8386587135257,21.4760013932428,13.6895960068632,15.101575056252,14.3612571654477
165,167,12.2907860289892,15.8488473319362,21.4144200626959,13.6437061300889,15.0989392478303,14.380944850761
166,168,12.3501692101398,15.8853780428825,21.4812608847091,13.6394010294806,15.1566698810672,14.4282664558213
167,169,12.44645935764,15.954247944543,21.6277255311738,13.6557167368585,15.2789135326262,14.514765763985
168,170,12.5554689994253,16.0278897307754,21.7938000696621,13.679769146779,15.4200900032144,14.6138367266258
169,171,12.6185811889407,16.0149927454458,21.8048066875653,13.6120729995321,15.4562520090003,14.6708835738288
170,172,12.7122661388162,16.0600999516363,21.877359804946,13.5918577445016,15.5277402764384,14.7732753508599
171,173,12.7738203179874,16.0353377398033,21.8210031347962,13.5093121197941,15.5203150112504,14.857718916782
172,174,12.8634697656599,15.9708528131549,21.7793451758969,13.4502885665263,15.5132111861138,14.9619687685313
173,175,13.0219909328906,15.9304207641464,21.7833855799373,13.4147246919357,15.5379942140791,15.147183237794
174,176,13.2293212438542,15.9085926164759,21.8497039359108,13.4236156605834,15.6083574413372,15.3741450879621
175,177,13.3898218504565,15.7935192648718,21.8300940438871,13.371892060521,15.620218579235,15.5531527969955
176,178,13.528433688781,15.653006609705,21.7620689655172,13.2993916705662,15.5984570877531,15.701166238387
177,179,13.5500415043739,15.4231823311301,21.4978056426332,13.1096552799875,15.4375441980071,15.7186795809449
178,180,13.5636804801737,15.1929711429953,21.2699407871821,12.9497114334737,15.2934426229508,15.7198655860842
179,181,13.5528254900709,14.8847654360793,20.938627655869,12.705599750429,15.0825779492125,15.6940106740463
180,182,13.5668092714386,14.5055940673868,20.5176593521421,12.4152550304165,14.8027965284474,15.680332081439
181,183,13.6268948343018,13.966080928583,20.1351445489376,12.0434253626579,14.5415300546448,15.7189563154774
182,184,13.7060468680161,13.4949862969531,19.6741205154998,11.7245983465918,14.2249116039858,15.7586084206365
183,185,13.7521358789349,13.2397227148154,19.3252176941832,11.434066448292,13.9851173256188,15.7572642814786
184,186,13.8213268629079,13.1397710785104,19.1393242772553,11.2665418811418,13.8515911282546,15.7721684127298
185,187,13.8368431134666,13.138932774464,19.0073145245559,11.1437529246607,13.7627129540341,15.7371021941095
186,188,13.9488155290211,13.5531839432533,19.1329153605015,11.2591795351739,13.8463837994214,15.7924095671081
187,189,14.056152225273,13.9167177172336,19.3454545454545,11.3260333801279,13.9927033108325,15.8714370428939
188,190,14.1916097311794,14.1523456392068,19.427969348659,11.3537669630323,14.0529411764706,15.9771891678197
189,191,14.3463635783156,14.428341125262,19.5810170672239,11.4205584152238,14.1610093217615,16.0933386044673
190,192,14.5900644914118,14.7542157020796,19.7723441309648,11.5181094992981,14.2873031179685,16.2640442775252
191,193,14.806066023881,15.0198613574077,19.8822013235806,11.5436593355171,14.3541305046609,16.4081439019569
192,194,15.0267288168061,15.2545220054812,19.9776036224312,11.5724847917642,14.4103182256509,16.5572642814786
193,195,15.2252346593449,15.4066419474448,20.0925113200975,11.5966307908283,14.4793956927033,16.6785135402253
194,196,15.4039333375902,15.519845236176,20.1901079763148,11.6030260489783,14.5277402764384,16.7966791856098
195,197,15.461247685333,15.5138158955344,20.1941135492859,11.5427546404617,14.5136933461909,16.8305198655861
196,198,15.4634569950833,15.4609060132194,20.1510971786834,11.4992668850413,14.4616522018643,16.8015813401858
197,199,15.4243024072537,15.4,20.1051201671891,11.4603961940415,14.408325297332,16.730697766357
198,200,15.3271821722751,15.3558923101725,19.90355276907,11.3669006395258,14.2508839601414,16.599446530935
199,201,15.2592554753847,15.3588908592617,19.7609195402299,11.3147402901264,14.1376406300225,16.4899782565724
200,202,15.0431517783028,15.1530872158633,19.3604319052595,11.1133988457339,13.8478302796528,16.2094880411148
201,203,14.8783602579656,15.0197646300177,19.0514454893765,10.9567306192482,13.631918997107,15.9778612373987
202,204,14.7005555200817,14.9651136546832,18.7727621037966,10.8189673997816,13.4390871102539,15.735046451868
203,205,14.5571802566886,14.975334515557,18.7050853361198,10.7991576977071,13.3983927997428,15.5425973512552
204,206,14.3778685907669,15.0063517652749,18.6682340647858,10.8009670878178,13.3871423979428,15.3259932793042
205,207,14.3792478130388,15.2637755924553,18.9130616509927,10.9800655124006,13.5777242044359,15.317098240759
206,208,14.3566311218951,15.4349185877801,19.095123650296,11.1415067852129,13.7356155576985,15.2818343546155
207,209,14.3715599259306,15.6050943092052,19.3052594914664,11.3273124317579,13.9183220829315,15.3078869341767
208,210,14.3741651235553,15.799000483637,19.5700801114594,11.5654032132273,14.1477981356477,15.308519470251
209,211,14.3548177000191,15.9453490246655,19.7751654475792,11.7652784277024,14.3304403728704,15.2696580351848
210,212,14.3273226486176,16.1361599226181,20.0895506792058,12.0516924036812,14.5849887495982,15.2087369045266
211,213,14.2847966285678,16.2942124778333,20.3778126088471,12.3070035875838,14.8099646415943,15.1435461553667
212,214,14.2406615158674,16.4261808802193,20.6363984674329,12.5349555451568,15.010800385728,15.0490610792647
213,215,14.2028606091565,16.4409156859584,20.7174155346569,12.6269848697551,15.0722597235615,14.9714963431508
214,216,14.1859395951727,16.4414315653716,20.7624172762104,12.6972703166433,15.1010928961748,14.930144297292
215,217,14.177115126748,16.4126068031598,20.7144548937652,12.6812665730775,15.0681774349084,14.916544771694
216,218,14.2169210139838,16.3784297920361,20.7020550330895,12.6513492434878,15.0409836065574,14.9391579363511
217,219,14.2732392567524,16.2937610833468,20.6319749216301,12.5947590079551,14.9442622950819,15.0079462344337
218,220,14.3775748675053,16.2211188134774,20.5892023685127,12.552737482452,14.8682738669238,15.0981221585294
219,221,14.5735393653023,16.1612768015476,20.6165795889934,12.5727655591951,14.8468981035037,15.2732160506029
220,222,14.7633356746057,16.1006609704982,20.6338906304423,12.5919513336453,14.8182899389264,15.4312710021743
221,223,14.9017431837047,16.01192971143,20.6142459073493,12.6015910154422,14.7467052394728,15.5508993872307
222,224,15.0270353106443,15.9690472352088,20.6334378265413,12.6318203088442,14.737544198007,15.6869341767148
223,225,15.1407572951919,15.9187167499597,20.6375478927203,12.6528154734051,14.7190613950498,15.8013441391579
224,226,15.2476853329928,15.9150088666774,20.6836642284918,12.6539697395102,14.7493089038894,15.8989918956315
225,227,15.3502330630228,15.896372722876,20.7207244862417,12.6734986741538,14.7689488910318,15.9762403637082
226,228,15.4869931677415,15.9197807512494,20.8181818181818,12.7556075495243,14.8666023786564,16.0964222178296
227,229,15.5896047506545,15.9337417378688,20.9462208289794,12.8600530338481,14.976631308261,16.1363510575212
228,230,15.6318370474427,15.8220860873771,20.9809822361546,12.9013258462018,15.0233365477338,16.1234236015023
229,231,15.6677095970883,15.7089795260358,21.1704980842912,13.0344720012479,15.1875602700096,16.148527376952
230,232,15.7567715982377,15.6557472190875,21.5335423197492,13.1909842458275,15.4895853423336,16.2424589839889
231,233,15.8293467850073,15.6072867967113,21.8814002089864,13.3337700826704,15.7850851816136,16.3160703696383
232,234,15.9346274184279,15.5420280509431,22.1661790316963,13.4347527686788,16.0414657666345,16.4258944455426
233,235,16.0771215120363,15.5383524101241,22.5371647509578,13.635626267353,16.3672452587592,16.5998418659814
234,236,16.1321626971458,15.4613896501693,22.6274468826193,13.7027296833567,16.4738669238187,16.6622257363115
235,237,16.141408594598,15.3171046267935,22.6269244165796,13.7924504757448,16.5105110896818,16.7124332872109
236,238,16.1506289508971,15.1631146219571,22.5944270289098,13.8912806114491,16.5218900675024,16.7442577584503
237,239,16.1860289892089,15.0209576011607,22.6033786137234,14.0334113242864,16.5682738669238,16.8332476774066
238,240,16.4300747078731,15.0991133322586,22.857157784744,14.1968179691156,16.8107682417229,17.0679185609804
239,241,16.7123938445821,15.1539577623731,23.0896900034831,14.4975822804555,17.0355512696882,17.3107333465112
240,242,17.0641210650661,15.2849588908593,23.3797283176593,14.7737638433942,17.2904853744776,17.6053370231271
241,243,17.5354319647532,15.466032564888,23.8173807035876,15.1601310248011,17.6624236579878,18.0168412729788
242,244,17.975301704872,15.5968079961309,24.1723092998955,15.4737794415848,17.9633558341369,18.3507412532121
243,245,18.3012579017943,15.5783653071095,24.3693486590038,15.8017781937295,18.1221150755384,18.6184621466693
244,246,18.6684630611072,15.6913751410608,24.5878787878788,16.0535329901731,18.3022822243651,18.9318837714963
245,247,18.9561713811379,15.7863936804772,24.7099268547544,16.2936203400406,18.4232079717133,19.1860446728602
246,248,19.6700083008748,16.2509108495889,25.3268547544409,17.075651224458,18.9095467695275,19.9672662581538
247,249,20.4071642934678,16.8101241334838,26.0233716475096,17.9159569489939,19.4662166505946,20.8151017987745
248,250,21.0291679969351,17.3327744639691,26.6167885754092,18.6800811105912,19.9488267438123,21.5378137971931
249,251,21.7464529723517,17.8678381428341,27.4271682340648,19.5828419903291,20.5874959819993,22.4229294326942
250,252,22.4055935125471,18.3585039497018,28.1590734935562,20.4429574169396,21.171231115397,23.2442775252026
251,253,22.5662984483749,18.4842173142028,28.310101010101,20.7778817657152,21.3239151398264,23.4973710219411
252,254,22.6919353808824,18.6213122682573,28.4433646812957,21.0793635938231,21.4767277402764,23.6921130658233
253,255,22.8027073622374,18.7488956956312,28.5636363636363,21.3921073155514,21.6191256830601,23.9046451867958
254,256,22.7642679266969,18.7376108334677,28.4792058516196,21.4817969115583,21.6129540340726,23.9309349673849
255,257,22.5648170614903,18.4178945671449,28.1956461163358,21.4762751520824,21.4730633236901,23.8322593397905
256,258,22.4317987357129,18.0810253103337,27.9372344130965,21.4498830135704,21.34831243973,23.8138367266258
257,259,22.3103505523274,17.7047880058037,27.7152560083594,21.4501637810014,21.233719061395,23.7932793042103
258,260,22.1557371815337,17.2678059003708,27.3986067572274,21.4023085322103,21.0523947283831,23.7552876062463
259,261,22.0921013983781,16.950765758504,27.1650644374782,21.4720012478553,20.930793956927,23.8024906107926
260,262,22.4038056318243,16.9861357407706,27.2564611633577,21.7380127905163,21.020893603343,24.1334255781775
261,263,22.726965072473,17.0663549895212,27.3380355276907,21.984807362346,21.104725168756,24.4533306977663
262,264,23.1083838835323,17.1290020957601,27.4060954371299,22.2352831071596,21.1784956605593,24.8288989918956
263,265,23.5594023370155,17.1842334354345,27.5064089167537,22.482327250039,21.2751526840244,25.26016999407
264,266,24.24248770832,17.3118491052717,27.7288052943225,22.9511152706286,21.4708453873352,25.9116821506226
265,267,24.8312751420727,17.3901982911495,27.894009056078,23.3709249727032,21.670331083253,26.5063846610002
266,268,25.5159057531448,17.5213928744156,28.2275862068965,23.9825612228981,21.9857923497268,27.1873888120182
267,269,26.3600280952685,17.8216991778172,28.7794496691048,24.7906410856341,22.4806493089039,28.0046649535481
268,270,27.18583743056,18.1917781718523,29.4361546499477,25.642863827796,23.0434265509482,28.7805890492192
269,271,27.8150437392248,18.4824117362567,30.0169278996865,26.399001715801,23.5436515589842,29.332476774066
270,272,28.2298959198008,18.6853780428825,30.4444444444444,27.0579940726876,23.9279331404693,29.7010081043684
271,273,28.74447353298,18.9192971142995,30.913096482062,27.7161441272812,24.354387656702,30.1181656453844
