Position	MLC_pos_score
443	0.10055
444	0.08963
445	0.07701
446	0.06989
447	0.06458
448	0.05734
449	0.05239
450	0.04744
451	0.04074
452	0.03374
453	0.02758
454	0.02396
455	0.02061
456	0.01744
457	0.01473
458	0.01237
459	0.01165
460	0.0108
461	0.00966
462	0.00923
463	0.00869
464	0.00809
465	0.00766
466	0.00694
467	0.00616
468	0.00591
469	0.00465
470	0.00453
471	0.00459
472	0.00483
473	0.00489
474	0.00507
475	0.00579
476	0.00567
477	0.00561
478	0.00531
479	0.0054
480	0.00525
481	0.00501
482	0.00495
483	0.00513
484	0.00519
485	0.00549
486	0.00573
487	0.00585
488	0.00598
489	0.0061
490	0.00622
491	0.00634
492	0.0064
493	0.00646
494	0.00628
495	0.00652
496	0.0067
497	0.00724
498	0.00754
499	0.00779
500	0.00797
501	0.00803
502	0.00815
503	0.00845
504	0.00875
505	0.00905
506	0.00938
507	0.0096
508	0.01032
509	0.01068
510	0.01104
511	0.01153
512	0.01195
513	0.01255
514	0.01346
515	0.01521
516	0.01678
517	0.01799
518	0.02022
519	0.02215
520	0.02444
521	0.02716
522	0.03078
523	0.03458
524	0.03808
525	0.04339
526	0.04677
527	0.04967
528	0.05172
529	0.05353
530	0.05583
531	0.05897
532	0.0612
533	0.0641
534	0.06639
535	0.06832
536	0.06995
537	0.0717
538	0.07448
539	0.07894
540	0.08443
541	0.088
542	0.08944
543	0.09038
544	0.09119
545	0.09125
546	0.09029
547	0.08878
548	0.08667
549	0.08522
550	0.08314
551	0.08202
552	0.07976
553	0.07949
554	0.07985
555	0.08121
556	0.08244
557	0.08401
558	0.08528
559	0.08631
560	0.08781
561	0.08975
562	0.09228
563	0.09397
564	0.09409
565	0.09331
566	0.09095
567	0.08866
568	0.08691
569	0.0851
570	0.08389
571	0.08413
572	0.08757
573	0.0921
574	0.09614
575	0.10151
576	0.1087
577	0.1179
578	0.12898
579	0.13966
580	0.15173
581	0.16416
582	0.1734
583	0.18293
584	0.19244
585	0.20197
586	0.211
587	0.21972
588	0.22859
589	0.24003
590	0.25035
591	0.25795
592	0.26507
593	0.27376
594	0.29157
595	0.31387
596	0.34344
597	0.37609
598	0.41203
599	0.44393
600	0.47172
601	0.4939
602	0.5121
603	0.52366
604	0.53666
605	0.54074
606	0.54128
607	0.5376
608	0.53428
609	0.53181
610	0.52966
611	0.52728
612	0.52405
613	0.521
614	0.51808
615	0.51415
616	0.51053
617	0.50582
618	0.49879
619	0.49007
620	0.48494
621	0.48008
622	0.47725
623	0.47483
624	0.46524
625	0.45326
626	0.44082
627	0.4264
628	0.41059
629	0.3961
630	0.38675
631	0.38563
632	0.38409
633	0.3827
634	0.3821
635	0.3872
636	0.39586
637	0.40612
638	0.41569
639	0.42507
640	0.4331
641	0.44146
642	0.45078
643	0.4605
644	0.47031
645	0.48256
646	0.49327
647	0.50338
648	0.51931
649	0.53688
650	0.5465
651	0.55924
652	0.56886
653	0.57752
654	0.58984
655	0.60287
656	0.61675
657	0.62707
658	0.63776
659	0.64557
660	0.64826
661	0.64313
662	0.64068
663	0.63848
664	0.63637
665	0.62889
666	0.62025
667	0.60695
668	0.59418
669	0.58223
670	0.57526
671	0.56968
672	0.56503
673	0.55501
674	0.54717
675	0.53781
676	0.52994
677	0.52508
678	0.5163
679	0.50875
680	0.50616
681	0.50413
682	0.50471
683	0.5038
684	0.5022
685	0.49831
686	0.4946
687	0.49418
688	0.49237
689	0.49158
690	0.49285
691	0.49535
692	0.49046
693	0.48376
694	0.47118
695	0.45917
696	0.44671
697	0.43563
698	0.42236
699	0.40938
700	0.39435
701	0.37558
702	0.3563
703	0.3413
704	0.3289
705	0.31731
706	0.30141
707	0.28644
708	0.27307
709	0.25886
710	0.24371
711	0.22937
712	0.21999
713	0.20961
714	0.20019
715	0.19229
716	0.18432
717	0.17575
718	0.16805
719	0.15909
720	0.14708
721	0.13806
722	0.13254
723	0.12774
724	0.12508
725	0.12391
726	0.12252
727	0.12128
728	0.1198
729	0.11844
730	0.11715
731	0.11582
732	0.1157
733	0.11534
734	0.11473
735	0.11455
736	0.11515
737	0.11733
738	0.11974
739	0.1227
740	0.12647
741	0.1303
742	0.13278
743	0.13555
744	0.13851
745	0.14117
746	0.14479
747	0.14898
748	0.15632
749	0.16377
750	0.1702
751	0.17786
752	0.18583
753	0.19549
754	0.20499
755	0.21495
756	0.22379
757	0.2355
758	0.24968
759	0.26375
760	0.27639
761	0.2925
762	0.30844
763	0.32482
764	0.3403
765	0.35464
766	0.36242
767	0.36445
768	0.36345
769	0.36146
770	0.3598
771	0.36107
772	0.36073
773	0.36098
774	0.36375
775	0.36381
776	0.36297
777	0.3626
778	0.36028
779	0.35572
780	0.35023
781	0.34184
782	0.33252
783	0.32259
784	0.31146
785	0.29975
786	0.29169
787	0.28058
788	0.27262
789	0.26387
790	0.25825
791	0.25149
792	0.24401
793	0.23613
794	0.23013
795	0.22808
796	0.22844
797	0.23146
798	0.23764
799	0.24289
800	0.24476
801	0.2463
802	0.25143
803	0.25632
804	0.26097
805	0.26845
806	0.27343
807	0.2795
808	0.28792
809	0.29815
810	0.30771
811	0.31812
812	0.32974
813	0.3429
814	0.35892
815	0.37247
816	0.38711
817	0.40292
818	0.41466
819	0.42794
820	0.4394
821	0.4481
822	0.45694
823	0.46605
824	0.47559
825	0.48567
826	0.49599
827	0.50938
828	0.51998
829	0.53374
830	0.5504
831	0.56832
832	0.58549
833	0.60194
834	0.61675
835	0.62593
836	0.63688
837	0.64467
838	0.65137
839	0.6526
840	0.65484
841	0.65493
842	0.65128
843	0.64714
844	0.63981
845	0.63492
846	0.6326
847	0.62919
848	0.62541
849	0.62107
850	0.61506
851	0.61437
852	0.61844
853	0.61923
854	0.61549
855	0.60719
856	0.59569
857	0.58048
858	0.56986
859	0.55851
860	0.54795
861	0.53965
862	0.5293
863	0.52134
864	0.51512
865	0.50751
866	0.49964
867	0.49309
868	0.48995
869	0.49019
870	0.49716
871	0.50975
872	0.5226
873	0.53564
874	0.54777
875	0.56075
876	0.57303
877	0.5892
878	0.60737
879	0.62388
880	0.6374
881	0.64916
882	0.65638
883	0.66534
884	0.67916
885	0.69364
886	0.70728
887	0.72376
888	0.73725
889	0.74733
890	0.75862
891	0.76966
892	0.7788
893	0.78511
894	0.78955
895	0.79483
896	0.8027
897	0.81152
898	0.81894
899	0.82319
900	0.82202
901	0.81601
902	0.80874
903	0.80077
904	0.79326
905	0.78596
906	0.77844
907	0.76999
908	0.76169
909	0.75255
910	0.74543
911	0.73894
912	0.73517
913	0.72934
914	0.71923
915	0.71103
916	0.70339
917	0.69621
918	0.68918
919	0.68266
920	0.6756
921	0.66751
922	0.66244
923	0.66099
924	0.65834
925	0.65309
926	0.6424
927	0.62623
928	0.60511
929	0.58516
930	0.56627
931	0.55215
932	0.5405
933	0.52788
934	0.51533
935	0.49743
936	0.48192
937	0.4646
938	0.44698
939	0.43059
940	0.4136
941	0.39568
942	0.37455
943	0.36013
944	0.34468
945	0.32802
946	0.31224
947	0.29637
948	0.28137
949	0.26957
950	0.25472
951	0.23743
952	0.22237
953	0.20707
954	0.19325
955	0.18233
956	0.17533
957	0.16875
958	0.16422
959	0.16003
960	0.15493
961	0.1507
962	0.151
963	0.15167
964	0.15227
965	0.15445
966	0.15801
967	0.16148
968	0.16489
969	0.16805
970	0.1708
971	0.17355
972	0.17569
973	0.17587
974	0.17656
975	0.1785
976	0.17967
977	0.18076
978	0.1807
979	0.17925
980	0.17819
981	0.1804
982	0.18335
983	0.18788
984	0.19298
985	0.19838
986	0.20237
987	0.20879
988	0.21534
989	0.22108
990	0.22705
991	0.23396
992	0.23897
993	0.24365
994	0.24784
995	0.25361
996	0.25852
997	0.2629
998	0.26598
999	0.27026
1000	0.27425
1001	0.27905
1002	0.28777
1003	0.29863
1004	0.31158
1005	0.32356
1006	0.33753
1007	0.35443
1008	0.37576
1009	0.40473
1010	0.42896
1011	0.45024
1012	0.47019
1013	0.48889
1014	0.507
1015	0.52616
1016	0.54376
1017	0.55897
1018	0.5739
1019	0.59144
1020	0.60474
1021	0.61648
1022	0.62686
1023	0.63353
1024	0.63902
1025	0.63993
1026	0.64201
1027	0.64373
1028	0.64968
1029	0.65251
1030	0.65517
1031	0.65743
1032	0.65849
1033	0.65891
1034	0.65982
1035	0.65903
1036	0.65677
1037	0.65408
1038	0.64545
1039	0.63993
1040	0.63939
1041	0.6421
1042	0.64856
1043	0.65571
1044	0.66256
1045	0.67143
1046	0.68037
1047	0.68664
1048	0.69715
1049	0.70843
1050	0.72216
1051	0.73607
1052	0.74501
1053	0.75557
1054	0.77078
1055	0.78496
1056	0.79788
1057	0.81097
1058	0.8228
1059	0.83659
1060	0.85207
1061	0.86493
1062	0.87718
1063	0.88841
1064	0.89879
1065	0.91134
1066	0.92181
1067	0.93032
1068	0.93778
1069	0.94345
1070	0.94622
1071	0.94858
1072	0.95015
1073	0.95145
1074	0.9528
1075	0.95422
1076	0.95467
1077	0.95398
1078	0.95048
1079	0.94568
1080	0.94043
1081	0.93548
1082	0.93277
1083	0.93041
1084	0.92576
1085	0.92088
1086	0.91538
1087	0.90645
1088	0.89673
1089	0.88584
1090	0.87362
1091	0.85702
1092	0.83798
1093	0.82057
1094	0.80566
1095	0.79106
1096	0.78095
1097	0.76652
1098	0.75216
1099	0.73825
1100	0.72135
1101	0.70553
1102	0.68833
1103	0.67023
1104	0.65173
1105	0.63142
1106	0.60888
1107	0.58947
1108	0.57547
1109	0.56874
1110	0.56328
1111	0.55589
1112	0.54813
1113	0.54161
1114	0.53307
1115	0.52508
1116	0.51771
1117	0.51608
1118	0.51783
1119	0.52339
1120	0.53338
1121	0.55012
1122	0.56986
1123	0.59258
1124	0.61518
1125	0.631
1126	0.64358
1127	0.66015
1128	0.67581
1129	0.69075
1130	0.70768
1131	0.72666
1132	0.74654
1133	0.7671
1134	0.7852
1135	0.80062
1136	0.81683
1137	0.8327
1138	0.84866
1139	0.86061
1140	0.87256
1141	0.88309
1142	0.89447
1143	0.90491
1144	0.91563
1145	0.9248
1146	0.93065
1147	0.93503
1148	0.9382
1149	0.94013
1150	0.94116
1151	0.93992
1152	0.93892
1153	0.9385
1154	0.93705
1155	0.93759
1156	0.93681
1157	0.93515
1158	0.93216
1159	0.93011
1160	0.92453
1161	0.91716
1162	0.90775
1163	0.89447
1164	0.88337
1165	0.87329
1166	0.86188
1167	0.85156
1168	0.83922
1169	0.82597
1170	0.81342
1171	0.80397
1172	0.79172
1173	0.78016
1174	0.77032
1175	0.76009
1176	0.74995
1177	0.74015
1178	0.73137
1179	0.71893
1180	0.70756
1181	0.69802
1182	0.68426
1183	0.67068
1184	0.66075
1185	0.64868
1186	0.64017
1187	0.63275
1188	0.62934
1189	0.62674
1190	0.62532
1191	0.62475
1192	0.62409
1193	0.63299
1194	0.64328
1195	0.65339
1196	0.66283
1197	0.67201
1198	0.67976
1199	0.69057
1200	0.70062
1201	0.71072
1202	0.71881
1203	0.72913
1204	0.73553
1205	0.74157
1206	0.74724
1207	0.75164
1208	0.75551
1209	0.75955
1210	0.76405
1211	0.76607
1212	0.77229
1213	0.77696
1214	0.77829
1215	0.77947
1216	0.77895
1217	0.77645
1218	0.7718
1219	0.76652
1220	0.7639
1221	0.7578
1222	0.75279
1223	0.74386
1224	0.73393
1225	0.72153
1226	0.70928
1227	0.69953
1228	0.68664
1229	0.6721
1230	0.65707
1231	0.64292
1232	0.63812
1233	0.62997
1234	0.62442
1235	0.61808
1236	0.61238
1237	0.6125
1238	0.61196
1239	0.61238
1240	0.61274
1241	0.61887
1242	0.62158
1243	0.62623
1244	0.63417
1245	0.64159
1246	0.64603
1247	0.65266
1248	0.66039
1249	0.66805
1250	0.67436
1251	0.6845
1252	0.69443
1253	0.70209
1254	0.71033
1255	0.71697
1256	0.72618
1257	0.7336
1258	0.74181
1259	0.75104
1260	0.76094
1261	0.76516
1262	0.76332
1263	0.76025
1264	0.75539
1265	0.75086
1266	0.7457
1267	0.73966
1268	0.73481
1269	0.72956
1270	0.72038
1271	0.71124
1272	0.70264
1273	0.6934
1274	0.68278
1275	0.67219
1276	0.6657
1277	0.6619
1278	0.65604
1279	0.64931
1280	0.64044
1281	0.62822
1282	0.61389
1283	0.60245
1284	0.58591
1285	0.57372
1286	0.56204
1287	0.55091
1288	0.5427
1289	0.53307
1290	0.52236
1291	0.51705
1292	0.51889
1293	0.52254
1294	0.52803
1295	0.53307
1296	0.5389
1297	0.54324
1298	0.54578
1299	0.54868
1300	0.55477
1301	0.56144
1302	0.56566
1303	0.57037
1304	0.57626
1305	0.58347
1306	0.58836
1307	0.58947
1308	0.59258
1309	0.60016
1310	0.61012
1311	0.62388
1312	0.63429
1313	0.64044
1314	0.65387
1315	0.66335
1316	0.67614
1317	0.68562
1318	0.69389
1319	0.70119
1320	0.71187
1321	0.72032
1322	0.72642
1323	0.72862
1324	0.72895
1325	0.72711
1326	0.72524
1327	0.72331
1328	0.72225
1329	0.72201
1330	0.71999
1331	0.71739
1332	0.71966
1333	0.72092
1334	0.72141
1335	0.72234
1336	0.7234
1337	0.72524
1338	0.72696
1339	0.72307
1340	0.71788
1341	0.71208
1342	0.70882
1343	0.70982
1344	0.70831
1345	0.70716
1346	0.70384
1347	0.70279
1348	0.70098
1349	0.69974
1350	0.69597
1351	0.69286
1352	0.68876
1353	0.68746
1354	0.68498
1355	0.68682
1356	0.68574
1357	0.68209
1358	0.67838
1359	0.67355
1360	0.66842
1361	0.66561
1362	0.65816
1363	0.65007
1364	0.63972
1365	0.62934
1366	0.6166
1367	0.60061
1368	0.58516
1369	0.57466
1370	0.56687
1371	0.55872
1372	0.55157
1373	0.54397
1374	0.53473
1375	0.53009
1376	0.52773
1377	0.52185
1378	0.51759
1379	0.51394
1380	0.51014
1381	0.50561
1382	0.5026
1383	0.50078
1384	0.50145
1385	0.49686
1386	0.49526
1387	0.49931
1388	0.50145
1389	0.50444
1390	0.508
1391	0.50875
1392	0.51421
1393	0.5175
1394	0.52366
1395	0.53042
1396	0.53923
1397	0.54689
1398	0.55507
1399	0.56491
1400	0.57312
1401	0.58284
1402	0.5902
1403	0.59786
1404	0.60559
1405	0.60607
1406	0.60788
1407	0.61374
1408	0.62167
1409	0.62644
1410	0.62985
1411	0.63374
1412	0.63764
1413	0.63709
1414	0.63688
1415	0.64102
1416	0.64744
1417	0.65315
1418	0.65958
1419	0.66579
1420	0.67186
1421	0.68067
1422	0.68755
1423	0.69633
1424	0.70107
1425	0.70584
1426	0.71072
1427	0.71504
1428	0.7199
1429	0.72406
1430	0.72919
1431	0.73378
1432	0.73683
1433	0.73456
1434	0.73336
1435	0.73384
1436	0.73312
1437	0.73046
1438	0.72548
1439	0.72455
1440	0.72352
1441	0.72352
1442	0.72307
1443	0.7247
1444	0.72648
1445	0.72548
1446	0.72234
1447	0.71748
1448	0.71426
1449	0.71166
1450	0.70813
1451	0.70439
1452	0.69983
1453	0.69757
1454	0.69775
1455	0.69715
1456	0.69675
1457	0.69621
1458	0.69573
1459	0.69552
1460	0.69374
1461	0.6915
1462	0.69295
1463	0.7046
1464	0.71528
1465	0.72479
1466	0.73698
1467	0.74639
1468	0.75702
1469	0.76586
1470	0.77506
1471	0.78369
1472	0.78831
1473	0.79492
1474	0.80292
1475	0.80789
1476	0.81308
1477	0.81948
1478	0.82546
1479	0.82968
1480	0.83279
1481	0.83566
1482	0.83943
1483	0.84091
1484	0.84142
1485	0.84245
1486	0.84338
1487	0.84236
1488	0.84269
1489	0.841
1490	0.84006
1491	0.83798
1492	0.83433
1493	0.82506
1494	0.81671
1495	0.81139
1496	0.80497
1497	0.79848
1498	0.79214
1499	0.78583
1500	0.77856
1501	0.76809
1502	0.76055
1503	0.7495
1504	0.74027
1505	0.73393
1506	0.72512
1507	0.71528
1508	0.70415
1509	0.6988
1510	0.69226
1511	0.68553
1512	0.67828
1513	0.66736
1514	0.65749
1515	0.64672
1516	0.6354
1517	0.62496
1518	0.61048
1519	0.60139
1520	0.59322
1521	0.59098
1522	0.58797
1523	0.58528
1524	0.58259
1525	0.57943
1526	0.57617
1527	0.57037
1528	0.56482
1529	0.55794
1530	0.55619
1531	0.55824
1532	0.5628
1533	0.56787
1534	0.57233
1535	0.57596
1536	0.58075
1537	0.58899
1538	0.60287
1539	0.61262
1540	0.622
1541	0.63042
1542	0.6428
1543	0.65861
1544	0.67448
1545	0.68957
1546	0.70445
1547	0.72126
1548	0.73951
1549	0.75424
1550	0.76731
1551	0.77908
1552	0.78985
1553	0.80249
1554	0.81278
1555	0.82449
1556	0.83668
1557	0.85406
1558	0.86915
1559	0.88294
1560	0.89571
1561	0.9073
1562	0.91798
1563	0.92721
1564	0.9334
1565	0.9395
1566	0.94502
1567	0.94991
1568	0.95398
1569	0.95642
1570	0.95899
1571	0.96143
1572	0.96168
1573	0.96119
1574	0.96071
1575	0.95986
1576	0.95962
1577	0.95911
1578	0.95718
1579	0.95546
1580	0.95344
1581	0.95096
1582	0.94924
1583	0.94656
1584	0.94429
1585	0.94212
1586	0.94025
1587	0.93747
1588	0.93298
1589	0.92845
1590	0.92109
1591	0.91173
1592	0.9019
1593	0.8936
1594	0.88466
1595	0.87615
1596	0.86632
1597	0.85491
1598	0.84537
1599	0.83502
1600	0.82117
1601	0.80844
1602	0.79727
1603	0.78565
1604	0.77153
1605	0.75684
1606	0.74166
1607	0.72497
1608	0.70982
1609	0.69687
1610	0.68248
1611	0.66443
1612	0.64633
1613	0.62807
1614	0.60553
1615	0.5813
1616	0.55851
1617	0.53908
1618	0.52082
1619	0.5038
1620	0.49185
1621	0.47972
1622	0.46889
1623	0.45645
1624	0.44185
1625	0.42727
1626	0.41535
1627	0.40371
1628	0.38599
1629	0.37217
1630	0.36831
1631	0.36445
1632	0.35919
1633	0.35458
1634	0.35247
1635	0.34915
1636	0.34589
1637	0.34202
1638	0.33798
1639	0.33445
1640	0.33176
1641	0.33007
1642	0.32923
1643	0.32796
1644	0.32718
1645	0.32404
1646	0.3196
1647	0.31824
1648	0.31601
1649	0.31327
1650	0.30934
1651	0.30871
1652	0.30678
1653	0.30569
1654	0.30654
1655	0.30977
1656	0.31001
1657	0.31136
1658	0.31556
1659	0.31927
1660	0.319
1661	0.31849
1662	0.319
1663	0.3184
1664	0.31399
1665	0.30986
1666	0.30548
1667	0.3012
1668	0.29682
1669	0.29259
1670	0.28559
1671	0.27793
1672	0.27111
1673	0.26531
1674	0.26018
1675	0.25647
1676	0.25668
1677	0.25415
1678	0.2527
1679	0.25065
1680	0.24546
1681	0.23822
1682	0.22886
1683	0.22246
1684	0.21637
1685	0.2097
1686	0.20442
1687	0.19911
1688	0.19159
1689	0.18426
1690	0.17774
1691	0.17288
1692	0.16739
1693	0.16395
1694	0.1612
1695	0.16096
1696	0.15988
1697	0.15813
1698	0.15689
1699	0.15656
1700	0.1577
1701	0.15921
1702	0.16108
1703	0.16205
1704	0.16286
1705	0.16235
1706	0.15982
1707	0.15704
1708	0.15366
1709	0.15058
1710	0.15209
1711	0.1539
1712	0.15861
1713	0.16271
1714	0.16579
1715	0.16881
1716	0.17231
1717	0.17605
1718	0.18272
1719	0.19063
1720	0.20001
1721	0.2091
1722	0.2208
1723	0.23001
1724	0.24256
1725	0.25077
1726	0.26266
1727	0.27328
1728	0.28526
1729	0.29739
1730	0.31001
1731	0.32331
1732	0.33264
1733	0.34178
1734	0.35316
1735	0.36481
1736	0.38192
1737	0.39978
1738	0.41605
1739	0.43503
1740	0.44906
1741	0.46478
1742	0.47716
1743	0.48766
1744	0.49852
1745	0.51032
1746	0.52049
1747	0.53084
1748	0.5405
1749	0.54611
1750	0.55145
1751	0.5542
1752	0.55522
1753	0.55643
1754	0.55685
1755	0.55897
1756	0.55824
1757	0.5574
1758	0.55631
1759	0.55338
1760	0.55021
1761	0.54852
1762	0.55118
1763	0.56129
1764	0.57182
1765	0.58579
1766	0.59768
1767	0.61772
1768	0.63042
1769	0.64059
1770	0.64989
1771	0.65725
1772	0.66534
1773	0.67524
1774	0.6836
1775	0.69195
1776	0.69914
1777	0.70188
1778	0.70312
1779	0.70614
1780	0.70668
1781	0.70952
1782	0.70897
1783	0.7052
1784	0.70071
1785	0.69277
1786	0.68471
1787	0.67753
1788	0.66483
1789	0.65526
1790	0.64437
1791	0.62843
1792	0.60643
1793	0.57577
1794	0.54913
1795	0.52324
1796	0.49635
1797	0.47112
1798	0.44629
1799	0.42371
1800	0.40446
1801	0.38162
1802	0.36224
1803	0.34145
1804	0.32205
1805	0.30285
1806	0.28526
1807	0.27093
1808	0.25711
1809	0.24434
1810	0.2329
1811	0.225
1812	0.21957
1813	0.21619
1814	0.21281
1815	0.21241
1816	0.21196
1817	0.21088
1818	0.21181
1819	0.21356
1820	0.21595
1821	0.21914
1822	0.22391
1823	0.2304
1824	0.23888
1825	0.24884
1826	0.25916
1827	0.26833
1828	0.27591
1829	0.28632
1830	0.29398
1831	0.29944
1832	0.30491
1833	0.30898
1834	0.31607
1835	0.32555
1836	0.33717
1837	0.35135
1838	0.3652
1839	0.38014
1840	0.39646
1841	0.40769
1842	0.41617
1843	0.42386
1844	0.42957
1845	0.43449
1846	0.43883
1847	0.44384
1848	0.44822
1849	0.45015
1850	0.45289
1851	0.45724
1852	0.45667
1853	0.45555
1854	0.456
1855	0.4532
1856	0.45214
1857	0.45048
1858	0.44882
1859	0.44523
1860	0.44254
1861	0.44185
1862	0.44028
1863	0.44013
1864	0.43874
1865	0.43479
1866	0.42736
1867	0.41831
1868	0.40681
1869	0.3936
1870	0.37809
1871	0.36683
1872	0.35735
1873	0.35059
1874	0.3448
